loading annotations into memory...
Done (t=0.12s)
creating index...
index created!
loading annotations into memory...
Done (t=0.03s)
creating index...
index created!
Epoch: [1][1/220] | Time [2.907s (2.907s)] | Data [1.977s (1.977s)] | Focal Loss [1.0097 (1.0097)] | Dice Loss [0.1390 (0.1390)] | IoU Loss [0.0063 (0.0063)] | Total Loss [20.3400 (20.3400)]
Epoch: [1][2/220] | Time [0.383s (1.645s)] | Data [0.155s (1.066s)] | Focal Loss [0.3679 (0.6888)] | Dice Loss [0.0953 (0.1171)] | IoU Loss [0.0035 (0.0049)] | Total Loss [7.4575 (13.8987)]
Epoch: [1][3/220] | Time [0.395s (1.228s)] | Data [0.147s (0.760s)] | Focal Loss [0.3620 (0.5799)] | Dice Loss [0.2077 (0.1473)] | IoU Loss [0.0081 (0.0060)] | Total Loss [7.4562 (11.7512)]
Epoch: [1][4/220] | Time [0.392s (1.019s)] | Data [0.130s (0.602s)] | Focal Loss [0.7121 (0.6130)] | Dice Loss [0.0991 (0.1353)] | IoU Loss [0.0023 (0.0051)] | Total Loss [14.3438 (12.3994)]
Epoch: [1][5/220] | Time [0.450s (0.905s)] | Data [0.236s (0.529s)] | Focal Loss [0.1885 (0.5281)] | Dice Loss [0.1967 (0.1476)] | IoU Loss [0.0103 (0.0061)] | Total Loss [3.9778 (10.7151)]
Epoch: [1][6/220] | Time [0.322s (0.808s)] | Data [0.102s (0.458s)] | Focal Loss [0.3633 (0.5006)] | Dice Loss [0.0809 (0.1365)] | IoU Loss [0.0018 (0.0054)] | Total Loss [7.3491 (10.1541)]
Epoch: [1][7/220] | Time [0.365s (0.745s)] | Data [0.143s (0.413s)] | Focal Loss [0.2397 (0.4633)] | Dice Loss [0.1471 (0.1380)] | IoU Loss [0.0053 (0.0054)] | Total Loss [4.9455 (9.4100)]
Epoch: [1][8/220] | Time [0.404s (0.702s)] | Data [0.155s (0.381s)] | Focal Loss [0.5689 (0.4765)] | Dice Loss [0.1583 (0.1405)] | IoU Loss [0.0078 (0.0057)] | Total Loss [11.5446 (9.6768)]
Epoch: [1][9/220] | Time [0.445s (0.674s)] | Data [0.217s (0.362s)] | Focal Loss [0.3252 (0.4597)] | Dice Loss [0.0935 (0.1353)] | IoU Loss [0.0031 (0.0054)] | Total Loss [6.6016 (9.3351)]
Epoch: [1][10/220] | Time [0.352s (0.641s)] | Data [0.137s (0.340s)] | Focal Loss [0.2136 (0.4351)] | Dice Loss [0.1298 (0.1347)] | IoU Loss [0.0111 (0.0060)] | Total Loss [4.4123 (8.8428)]
Epoch: [1][11/220] | Time [0.354s (0.615s)] | Data [0.118s (0.320s)] | Focal Loss [0.3197 (0.4246)] | Dice Loss [0.1206 (0.1335)] | IoU Loss [0.0027 (0.0057)] | Total Loss [6.5182 (8.6315)]
