loading annotations into memory...
Done (t=0.13s)
creating index...
index created!
loading annotations into memory...
Done (t=0.03s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.362s (3.362s)] | Data [1.938s (1.938s)] | Focal Loss [0.8384 (0.8384)] | Dice Loss [0.1483 (0.1483)] | IoU Loss [0.0090 (0.0090)] | Total Loss [16.9248 (16.9248)]
Epoch: [1][2/220] | Time [0.483s (1.923s)] | Data [0.155s (1.047s)] | Focal Loss [0.3472 (0.5928)] | Dice Loss [0.1173 (0.1328)] | IoU Loss [0.0080 (0.0085)] | Total Loss [7.0697 (11.9972)]
Epoch: [1][3/220] | Time [0.396s (1.414s)] | Data [0.099s (0.731s)] | Focal Loss [0.3008 (0.4955)] | Dice Loss [0.2979 (0.1878)] | IoU Loss [0.0116 (0.0095)] | Total Loss [6.3254 (10.1066)]
Epoch: [1][4/220] | Time [0.549s (1.198s)] | Data [0.130s (0.580s)] | Focal Loss [0.5474 (0.5084)] | Dice Loss [0.1064 (0.1675)] | IoU Loss [0.0035 (0.0080)] | Total Loss [11.0571 (10.3442)]
Epoch: [1][5/220] | Time [0.411s (1.040s)] | Data [0.132s (0.491s)] | Focal Loss [0.1353 (0.4338)] | Dice Loss [0.2235 (0.1787)] | IoU Loss [0.0079 (0.0080)] | Total Loss [2.9380 (8.8630)]
Epoch: [1][6/220] | Time [0.406s (0.934s)] | Data [0.085s (0.423s)] | Focal Loss [0.3367 (0.4176)] | Dice Loss [0.0945 (0.1647)] | IoU Loss [0.0028 (0.0071)] | Total Loss [6.8318 (8.5245)]
Epoch: [1][7/220] | Time [0.398s (0.858s)] | Data [0.095s (0.376s)] | Focal Loss [0.2736 (0.3971)] | Dice Loss [0.1856 (0.1677)] | IoU Loss [0.0070 (0.0071)] | Total Loss [5.6641 (8.1158)]
Epoch: [1][8/220] | Time [0.503s (0.814s)] | Data [0.123s (0.344s)] | Focal Loss [0.5011 (0.4101)] | Dice Loss [0.1638 (0.1672)] | IoU Loss [0.0070 (0.0071)] | Total Loss [10.1936 (8.3755)]
Epoch: [1][9/220] | Time [0.460s (0.774s)] | Data [0.135s (0.321s)] | Focal Loss [0.3446 (0.4028)] | Dice Loss [0.1035 (0.1601)] | IoU Loss [0.0043 (0.0068)] | Total Loss [6.9996 (8.2227)]
Epoch: [1][10/220] | Time [0.377s (0.735s)] | Data [0.092s (0.298s)] | Focal Loss [0.2991 (0.3924)] | Dice Loss [0.1651 (0.1606)] | IoU Loss [0.0174 (0.0078)] | Total Loss [6.1652 (8.0169)]
Epoch: [1][11/220] | Time [0.439s (0.708s)] | Data [0.099s (0.280s)] | Focal Loss [0.4437 (0.3971)] | Dice Loss [0.1451 (0.1592)] | IoU Loss [0.0070 (0.0078)] | Total Loss [9.0263 (8.1087)]
Epoch: [1][12/220] | Time [0.357s (0.679s)] | Data [0.088s (0.264s)] | Focal Loss [0.2090 (0.3814)] | Dice Loss [0.3148 (0.1722)] | IoU Loss [0.0163 (0.0085)] | Total Loss [4.5117 (7.8089)]
Epoch: [1][13/220] | Time [0.351s (0.653s)] | Data [0.067s (0.249s)] | Focal Loss [0.2418 (0.3707)] | Dice Loss [0.1641 (0.1715)] | IoU Loss [0.0153 (0.0090)] | Total Loss [5.0156 (7.5941)]
Epoch: [1][14/220] | Time [0.425s (0.637s)] | Data [0.092s (0.238s)] | Focal Loss [0.4862 (0.3789)] | Dice Loss [0.2435 (0.1767)] | IoU Loss [0.0087 (0.0090)] | Total Loss [9.9772 (7.7643)]
Epoch: [1][15/220] | Time [0.460s (0.625s)] | Data [0.122s (0.230s)] | Focal Loss [0.2640 (0.3713)] | Dice Loss [0.1421 (0.1744)] | IoU Loss [0.0061 (0.0088)] | Total Loss [5.4280 (7.6085)]
Epoch: [1][16/220] | Time [0.389s (0.610s)] | Data [0.100s (0.222s)] | Focal Loss [0.3106 (0.3675)] | Dice Loss [0.2775 (0.1808)] | IoU Loss [0.0252 (0.0098)] | Total Loss [6.5145 (7.5402)]
Epoch: [1][17/220] | Time [0.467s (0.602s)] | Data [0.109s (0.215s)] | Focal Loss [0.4251 (0.3709)] | Dice Loss [0.1712 (0.1802)] | IoU Loss [0.0091 (0.0098)] | Total Loss [8.6832 (7.6074)]
Epoch: [1][18/220] | Time [0.449s (0.594s)] | Data [0.127s (0.210s)] | Focal Loss [0.2878 (0.3663)] | Dice Loss [0.1052 (0.1761)] | IoU Loss [0.0042 (0.0095)] | Total Loss [5.8659 (7.5106)]
Epoch: [1][19/220] | Time [0.458s (0.586s)] | Data [0.113s (0.205s)] | Focal Loss [0.4802 (0.3723)] | Dice Loss [0.1992 (0.1773)] | IoU Loss [0.0159 (0.0098)] | Total Loss [9.8201 (7.6322)]
Epoch: [1][20/220] | Time [0.396s (0.577s)] | Data [0.106s (0.200s)] | Focal Loss [0.3015 (0.3687)] | Dice Loss [0.1956 (0.1782)] | IoU Loss [0.0148 (0.0100)] | Total Loss [6.2394 (7.5626)]
Epoch: [1][21/220] | Time [0.471s (0.572s)] | Data [0.108s (0.196s)] | Focal Loss [0.4808 (0.3741)] | Dice Loss [0.0971 (0.1743)] | IoU Loss [0.0029 (0.0097)] | Total Loss [9.7162 (7.6651)]
Epoch: [1][22/220] | Time [0.675s (0.577s)] | Data [0.197s (0.196s)] | Focal Loss [1.1130 (0.4076)] | Dice Loss [0.1586 (0.1736)] | IoU Loss [0.0075 (0.0096)] | Total Loss [22.4265 (8.3361)]
Epoch: [1][23/220] | Time [0.545s (0.575s)] | Data [0.186s (0.195s)] | Focal Loss [0.4250 (0.4084)] | Dice Loss [0.1135 (0.1710)] | IoU Loss [0.0062 (0.0095)] | Total Loss [8.6207 (8.3485)]
Epoch: [1][24/220] | Time [0.393s (0.568s)] | Data [0.105s (0.192s)] | Focal Loss [0.2358 (0.4012)] | Dice Loss [0.3187 (0.1772)] | IoU Loss [0.0140 (0.0097)] | Total Loss [5.0479 (8.2109)]
Epoch: [1][25/220] | Time [0.543s (0.567s)] | Data [0.130s (0.189s)] | Focal Loss [0.5533 (0.4073)] | Dice Loss [0.1262 (0.1751)] | IoU Loss [0.0058 (0.0095)] | Total Loss [11.1971 (8.3304)]
Epoch: [1][26/220] | Time [0.475s (0.563s)] | Data [0.146s (0.188s)] | Focal Loss [0.5749 (0.4137)] | Dice Loss [0.3258 (0.1809)] | IoU Loss [0.0127 (0.0096)] | Total Loss [11.8362 (8.4652)]
Epoch: [1][27/220] | Time [0.556s (0.563s)] | Data [0.150s (0.186s)] | Focal Loss [0.4444 (0.4149)] | Dice Loss [0.1207 (0.1787)] | IoU Loss [0.0046 (0.0094)] | Total Loss [9.0141 (8.4856)]
Epoch: [1][28/220] | Time [0.425s (0.558s)] | Data [0.127s (0.184s)] | Focal Loss [0.2110 (0.4076)] | Dice Loss [0.1610 (0.1781)] | IoU Loss [0.0096 (0.0094)] | Total Loss [4.3913 (8.3393)]
Epoch: [1][29/220] | Time [0.409s (0.553s)] | Data [0.091s (0.181s)] | Focal Loss [0.2867 (0.4034)] | Dice Loss [0.0841 (0.1748)] | IoU Loss [0.0023 (0.0092)] | Total Loss [5.8209 (8.2525)]
