Epoch,Focal Loss,Dice Loss,IoU Loss,Total Loss,Validation Loss
1,2.4659771696581654,1.8017618948071856,0.11026112152293223,51.231566259692634,2.148486046230092
2,0.7756827554086346,1.8512101374345922,0.02857273974899279,17.39343790964548,1.985227019179101
3,0.624841027980106,1.7667491218766753,0.023479746321559903,14.287049484687406,1.8767285323610492
4,0.5779397172645447,1.70100959123946,0.020619132906062727,13.28042306117968,1.809277527472552
5,0.5477400194505624,1.652424541176859,0.02089002638300011,12.628114994131623,1.759945088741826
6,0.5369307444959133,1.619191832585867,0.02290451460770397,12.380711268726948,1.7141364321989172
7,0.5132781262753493,1.583789998143572,0.024472057681471312,11.873824585543135,1.7055800194833792
8,0.4968088802484825,1.55876163700447,0.025338253275764965,11.520277565323953,1.673174589288001
9,0.4968128130688483,1.5406743717084985,0.026062618758622768,11.502993332226348,1.617109637634427
10,0.48529278638015305,1.5159183068536137,0.026748282253606443,11.248522302284327,1.6283721760207532
11,0.4757884224210622,1.502711690639852,0.025751487848376494,11.04423161030902,1.576472885468427
12,0.47013057445882395,1.47973537173521,0.026878529523153512,10.909225395980348,1.58764975678687
13,0.4617213026571654,1.470856633436164,0.02643468827306206,10.731717381770627,1.5494218223235185
14,0.45522755964877665,1.4509708210656203,0.026751335389946073,10.582273332296037,1.5665141484316658
15,0.4468085676397712,1.438769380975693,0.026014198988234805,10.40095494765627,1.516288441770217
16,0.44145043941049206,1.4242375573156092,0.026651860314478634,10.279898138958664,1.4986034397985422
17,0.4382350058008435,1.4121213578417524,0.026643679674570545,10.203465120124383,1.5158003077787512
18,0.4283743283471648,1.397507607529538,0.02722275670796022,9.992216837976407,1.5067131566066367
19,0.42573450999610246,1.3861461685024252,0.02748696209230632,9.9283233286308,1.4869473634981643
20,0.4162825657763351,1.3722053073804852,0.027408614915908062,9.725265209115447,1.4847123132032507
21,0.4141173621126215,1.3631794487968392,0.027556261141065314,9.67308290238261,1.448417542027492
22,0.40255937516553525,1.3474787856560362,0.02753928239438216,9.426205565011582,1.4350542250801535
23,0.40228772378931826,1.3375520469930557,0.028740865040511095,9.412047339463289,1.4364300989637189
24,0.3949721621896792,1.3243325945999735,0.02905242771741877,9.25282824989875,1.3981072552063887
25,0.3916263433601834,1.3120536986135947,0.02971506913474725,9.174295659217313,1.4118585726794075
26,0.3809025372486723,1.3009685625519458,0.029040415404292336,8.948059714193496,1.3850205949708527
27,0.37643303860462607,1.288204254892258,0.029994537044053467,8.846859590339227,1.388834651778726
28,0.3725741738814156,1.2764032719347091,0.030119530075910693,8.758006313667211,1.4057629482418883
29,0.3693626575969618,1.269667652038887,0.02962125485639909,8.686542026545844,1.3545880528057324
30,0.3616100327707912,1.2524921261368145,0.03070618908063154,8.515398969411306,1.3566567173191146
31,0.3571018602419008,1.2425889173238316,0.03152152392716234,8.416147652954066,1.368278089691611
32,0.3527753570865933,1.2306100510247475,0.03117755368555597,8.31729470678777,1.3573026703853233
33,0.3480259399598036,1.219578274561767,0.03187896740243076,8.211976049158187,1.3508414462500928
34,0.34448600636799404,1.2071513434477439,0.032310929768856675,8.129182366955524,1.331756587122001
35,0.3366069565601392,1.1941939736281548,0.03274262718567816,7.959075781641897,1.350004471984564
36,0.33294486904470144,1.1829368826468605,0.03258671495291258,7.874421011342546,1.3643502943656023
37,0.33155675845089155,1.1729567868291382,0.03314788550019671,7.837239831346586,1.3588708627457713
38,0.3222005671751526,1.158922822708964,0.03388817209097003,7.6368223121877685,1.3081320454092586
39,0.3197317880563489,1.146686891216895,0.033924670134732555,7.575247331333595,1.3103277659883685
40,0.31347867340732,1.1361610802539661,0.0344083637830744,7.440142917741675,1.3005637129147847
41,0.30924330932641897,1.1249416231565974,0.0348878851105249,7.344695663940934,1.318930237900977
42,0.30399035244908584,1.1131848333093735,0.03487631316235234,7.227868240895195,1.2998111294765098
43,0.29756837843966105,1.100171992881966,0.03524039294528255,7.086779955036277,1.2835127208747117
44,0.2975635621908857,1.0885292090696193,0.03583985661285885,7.075640289549947,1.3060229899836522
45,0.2899633364111253,1.0785682863961048,0.03575995020517456,6.913594990493496,1.2998471376942653
46,0.28592416627124667,1.0670350583647812,0.03660205917555949,6.822120446007452,1.2999344362932093
47,0.28134631299347973,1.0556525301553121,0.03667724073985443,6.719256073032805,1.2908118822995354
48,0.2771629763253729,1.0446295472103806,0.03628801173426567,6.624177050481896,1.2813807842778224
49,0.27215435730976506,1.0320561456245823,0.03665269828127837,6.511795980240598,1.2836783843881943
