loading annotations into memory...
Done (t=1.03s)
creating index...
index created!
loading annotations into memory...
Done (t=0.24s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.986s (3.986s)] | Data [2.995s (2.995s)] | Focal Loss [12.8601 (12.8601)] | Dice Loss [1.1637 (1.1637)] | IoU Loss [0.3979 (0.3979)] | Total Loss [258.7631 (258.7631)]
Epoch: [1][2/220] | Time [0.544s (2.265s)] | Data [0.216s (1.605s)] | Focal Loss [6.8109 (9.8355)] | Dice Loss [1.1296 (1.1466)] | IoU Loss [0.3736 (0.3857)] | Total Loss [137.7216 (198.2423)]
Epoch: [1][3/220] | Time [0.505s (1.678s)] | Data [0.192s (1.134s)] | Focal Loss [5.2718 (8.3143)] | Dice Loss [1.1115 (1.1349)] | IoU Loss [0.3585 (0.3766)] | Total Loss [106.9062 (167.7970)]
Epoch: [1][4/220] | Time [0.609s (1.411s)] | Data [0.229s (0.908s)] | Focal Loss [7.5340 (8.1192)] | Dice Loss [1.0853 (1.1225)] | IoU Loss [0.3379 (0.3670)] | Total Loss [152.1025 (163.8733)]
Epoch: [1][5/220] | Time [0.634s (1.255s)] | Data [0.328s (0.792s)] | Focal Loss [4.5891 (7.4132)] | Dice Loss [1.0271 (1.1035)] | IoU Loss [0.3738 (0.3683)] | Total Loss [93.1839 (149.7354)]
Epoch: [1][6/220] | Time [0.467s (1.124s)] | Data [0.145s (0.684s)] | Focal Loss [6.0029 (7.1781)] | Dice Loss [1.1993 (1.1194)] | IoU Loss [0.3914 (0.3722)] | Total Loss [121.6494 (145.0544)]
Epoch: [1][7/220] | Time [0.506s (1.036s)] | Data [0.188s (0.613s)] | Focal Loss [9.7264 (7.5422)] | Dice Loss [1.1135 (1.1186)] | IoU Loss [0.3768 (0.3728)] | Total Loss [196.0189 (152.3351)]
Epoch: [1][8/220] | Time [0.571s (0.978s)] | Data [0.217s (0.564s)] | Focal Loss [8.0149 (7.6013)] | Dice Loss [0.9746 (1.1006)] | IoU Loss [0.3161 (0.3657)] | Total Loss [161.5890 (153.4918)]
Epoch: [1][9/220] | Time [0.615s (0.937s)] | Data [0.290s (0.533s)] | Focal Loss [5.5161 (7.3696)] | Dice Loss [1.1355 (1.1045)] | IoU Loss [0.3624 (0.3654)] | Total Loss [111.8208 (148.8617)]
Epoch: [1][10/220] | Time [0.535s (0.897s)] | Data [0.190s (0.499s)] | Focal Loss [5.7482 (7.2075)] | Dice Loss [1.2676 (1.1208)] | IoU Loss [0.3940 (0.3682)] | Total Loss [116.6258 (145.6381)]
Epoch: [1][11/220] | Time [0.472s (0.858s)] | Data [0.129s (0.465s)] | Focal Loss [12.1011 (7.6523)] | Dice Loss [1.3232 (1.1392)] | IoU Loss [0.4102 (0.3720)] | Total Loss [243.7559 (154.5579)]
Epoch: [1][12/220] | Time [0.519s (0.830s)] | Data [0.225s (0.445s)] | Focal Loss [3.7918 (7.3306)] | Dice Loss [1.0497 (1.1317)] | IoU Loss [0.3377 (0.3692)] | Total Loss [77.2237 (148.1134)]
Epoch: [1][13/220] | Time [0.426s (0.799s)] | Data [0.116s (0.420s)] | Focal Loss [5.1071 (7.1596)] | Dice Loss [1.0161 (1.1228)] | IoU Loss [0.3332 (0.3664)] | Total Loss [103.4922 (144.6810)]
Epoch: [1][14/220] | Time [0.481s (0.776s)] | Data [0.155s (0.401s)] | Focal Loss [6.2117 (7.0919)] | Dice Loss [1.1468 (1.1245)] | IoU Loss [0.3330 (0.3640)] | Total Loss [125.7144 (143.3262)]
Epoch: [1][15/220] | Time [0.556s (0.762s)] | Data [0.220s (0.389s)] | Focal Loss [4.8312 (6.9412)] | Dice Loss [1.0073 (1.1167)] | IoU Loss [0.3051 (0.3601)] | Total Loss [97.9356 (140.3002)]
Epoch: [1][16/220] | Time [0.538s (0.748s)] | Data [0.224s (0.379s)] | Focal Loss [3.8099 (6.7455)] | Dice Loss [1.3134 (1.1290)] | IoU Loss [0.3996 (0.3626)] | Total Loss [77.9104 (136.4008)]
Epoch: [1][17/220] | Time [0.536s (0.735s)] | Data [0.192s (0.368s)] | Focal Loss [8.2498 (6.8340)] | Dice Loss [1.1525 (1.1304)] | IoU Loss [0.3333 (0.3608)] | Total Loss [166.4814 (138.1703)]
Epoch: [1][18/220] | Time [0.598s (0.728s)] | Data [0.275s (0.363s)] | Focal Loss [8.8901 (6.9482)] | Dice Loss [1.1909 (1.1338)] | IoU Loss [0.3330 (0.3593)] | Total Loss [179.3249 (140.4566)]
Epoch: [1][19/220] | Time [0.569s (0.719s)] | Data [0.239s (0.356s)] | Focal Loss [4.5180 (6.8203)] | Dice Loss [1.1162 (1.1328)] | IoU Loss [0.2874 (0.3555)] | Total Loss [91.7642 (137.8939)]
Epoch: [1][20/220] | Time [0.533s (0.710s)] | Data [0.230s (0.350s)] | Focal Loss [1.9021 (6.5744)] | Dice Loss [1.0541 (1.1289)] | IoU Loss [0.2986 (0.3527)] | Total Loss [39.3952 (132.9690)]
Epoch: [1][21/220] | Time [0.523s (0.701s)] | Data [0.179s (0.342s)] | Focal Loss [4.3780 (6.4698)] | Dice Loss [1.1346 (1.1292)] | IoU Loss [0.2765 (0.3490)] | Total Loss [88.9713 (130.8738)]
Epoch: [1][22/220] | Time [0.782s (0.705s)] | Data [0.357s (0.342s)] | Focal Loss [6.8792 (6.4884)] | Dice Loss [1.2489 (1.1346)] | IoU Loss [0.2980 (0.3467)] | Total Loss [139.1311 (131.2492)]
Epoch: [1][23/220] | Time [0.765s (0.707s)] | Data [0.421s (0.346s)] | Focal Loss [5.0511 (6.4259)] | Dice Loss [1.2733 (1.1406)] | IoU Loss [0.3065 (0.3450)] | Total Loss [102.6008 (130.0036)]
Epoch: [1][24/220] | Time [0.564s (0.701s)] | Data [0.254s (0.342s)] | Focal Loss [2.5882 (6.2660)] | Dice Loss [1.0948 (1.1387)] | IoU Loss [0.2565 (0.3413)] | Total Loss [53.1154 (126.7999)]
Epoch: [1][25/220] | Time [0.567s (0.696s)] | Data [0.204s (0.336s)] | Focal Loss [2.8538 (6.1295)] | Dice Loss [1.0435 (1.1349)] | IoU Loss [0.2139 (0.3362)] | Total Loss [58.3332 (124.0612)]
Epoch: [1][26/220] | Time [0.641s (0.694s)] | Data [0.313s (0.336s)] | Focal Loss [1.7848 (5.9624)] | Dice Loss [1.0091 (1.1301)] | IoU Loss [0.2483 (0.3328)] | Total Loss [36.9534 (120.7109)]
Epoch: [1][27/220] | Time [0.661s (0.693s)] | Data [0.277s (0.333s)] | Focal Loss [4.9870 (5.9263)] | Dice Loss [1.3191 (1.1371)] | IoU Loss [0.2745 (0.3307)] | Total Loss [101.3327 (119.9932)]
Epoch: [1][28/220] | Time [0.647s (0.691s)] | Data [0.342s (0.334s)] | Focal Loss [2.3029 (5.7969)] | Dice Loss [1.1175 (1.1364)] | IoU Loss [0.2194 (0.3267)] | Total Loss [47.3943 (117.4004)]
Epoch: [1][29/220] | Time [0.482s (0.684s)] | Data [0.161s (0.328s)] | Focal Loss [1.8950 (5.6623)] | Dice Loss [1.1067 (1.1354)] | IoU Loss [0.2138 (0.3228)] | Total Loss [39.2205 (114.7045)]
Epoch: [1][30/220] | Time [0.539s (0.679s)] | Data [0.205s (0.324s)] | Focal Loss [3.2986 (5.5835)] | Dice Loss [1.2180 (1.1381)] | IoU Loss [0.2247 (0.3195)] | Total Loss [67.4154 (113.1282)]
Epoch: [1][31/220] | Time [0.597s (0.676s)] | Data [0.265s (0.322s)] | Focal Loss [1.9895 (5.4676)] | Dice Loss [0.9831 (1.1331)] | IoU Loss [0.1976 (0.3156)] | Total Loss [40.9711 (110.8006)]
Epoch: [1][32/220] | Time [0.609s (0.674s)] | Data [0.273s (0.320s)] | Focal Loss [3.0206 (5.3911)] | Dice Loss [1.2569 (1.1370)] | IoU Loss [0.2292 (0.3129)] | Total Loss [61.8983 (109.2724)]
Epoch: [1][33/220] | Time [0.688s (0.675s)] | Data [0.312s (0.320s)] | Focal Loss [3.7067 (5.3401)] | Dice Loss [1.3409 (1.1432)] | IoU Loss [0.2097 (0.3098)] | Total Loss [75.6837 (108.2546)]
Epoch: [1][34/220] | Time [0.638s (0.674s)] | Data [0.331s (0.320s)] | Focal Loss [2.3613 (5.2525)] | Dice Loss [1.1493 (1.1433)] | IoU Loss [0.2032 (0.3066)] | Total Loss [48.5777 (106.4993)]
Epoch: [1][35/220] | Time [0.634s (0.673s)] | Data [0.254s (0.318s)] | Focal Loss [3.0420 (5.1893)] | Dice Loss [1.1998 (1.1450)] | IoU Loss [0.1951 (0.3034)] | Total Loss [62.2345 (105.2346)]
Epoch: [1][36/220] | Time [0.766s (0.675s)] | Data [0.394s (0.321s)] | Focal Loss [3.0586 (5.1301)] | Dice Loss [1.2999 (1.1493)] | IoU Loss [0.1950 (0.3004)] | Total Loss [62.6659 (104.0522)]
Epoch: [1][37/220] | Time [0.618s (0.674s)] | Data [0.313s (0.320s)] | Focal Loss [1.3376 (5.0276)] | Dice Loss [1.3598 (1.1549)] | IoU Loss [0.1962 (0.2976)] | Total Loss [28.3087 (102.0051)]
