Epoch,Focal Loss,Dice Loss,IoU Loss,Total Loss,Validation Loss
1,0.13816390029559916,0.25964813772801115,0.00428345316468371,3.0272096302487586,0.2731175343779957
2,0.03708814011869744,0.24323027973022981,0.0015789301113166118,0.9865720109814663,0.25225306024738386
3,0.03271448275536842,0.22367376767964461,0.0012012536757878094,0.8791646766635443,0.23424861477870568
4,0.03066020458724545,0.21051772512444603,0.0010130419757838757,0.8247348558251026,0.22189052958114475
5,0.028642564543134668,0.19807875224289426,0.0008793507732083949,0.7718093925089934,0.21404879028890647
6,0.02778736831819753,0.18888879555504523,0.0007778509375602135,0.7454140144219974,0.2095970704275019
7,0.02614683621607568,0.1795834601604314,0.0006978628284627772,0.7032180488924231,0.19739163214085148
8,0.025004394493513403,0.17297746977664888,0.0006763428055303667,0.6737417026098333,0.1890303545138415
9,0.02443750413847506,0.16526911090338148,0.0006083314239942726,0.6546275245708866,0.18716774179654963
10,0.024408731713534623,0.16475859073951737,0.0006228439020738642,0.6535560708654226,0.18653671209718667
11,0.023205165583682765,0.1579800085217643,0.000549388352974057,0.6226327074755297,0.18311748200771855
12,0.022196049440295726,0.15012006240988104,0.00047366231866074825,0.5945147140829873,0.17644120898901247
13,0.021647972372999088,0.14619950783822966,0.00044210105218207526,0.5796010553633162,0.17095718328274934
14,0.021034058764712687,0.14096486514141457,0.00041946242511715817,0.5620655034899983,0.18118047831105252
15,0.020577978664173283,0.13942665173958538,0.0004101396928931712,0.5513963664379098,0.1652164853671018
16,0.02017402777857739,0.1352959678493491,0.00037255902638195343,0.5391490838080985,0.16468080147808672
17,0.019748890509930755,0.13222866245717285,0.0003637153182469376,0.5275701878757846,0.16305718147287182
18,0.018899800191720384,0.12739864093567624,0.00032271644344382573,0.5057173598057045,0.1661391322519265
19,0.018718158447550683,0.12528714395058183,0.00030118050940089767,0.4999514938011799,0.1613775636343395
20,0.018873389321326327,0.12648364405968737,0.00033237741103768134,0.5042838068988709,0.15647131438348807
21,0.018721217796596825,0.12421218219270468,0.0003264038682003571,0.4989629417895456,0.16168982973870108
22,0.017547256287806807,0.11961416828876748,0.0002949462570690238,0.4708542396104417,0.15416062535608516
23,0.01713572050803309,0.11504782155868948,0.00024544476850461085,0.45800767468971654,0.15419270974748275
24,0.016629854316880462,0.11225331074012983,0.00021921830099133844,0.4450696157906756,0.1496864365888577
25,0.016383181681436463,0.10957040004686777,0.0002070720648819449,0.43744110636803446,0.1511185452634213
26,0.01584494767969385,0.10759108851330698,0.00021209148249237805,0.42470213499319037,0.15067494894359626
27,0.015906837688767456,0.10725802033800198,0.00021924092575556606,0.4256140160838944,0.1484983734348241
28,0.015831342244898405,0.10615405501428661,0.0002333388841931882,0.42301423915562164,0.15419400497978808
29,0.01549592257714947,0.10464485617596359,0.00020618015446261014,0.4147694862886822,0.1470196657613212
30,0.014986339474949723,0.10107816664124404,0.00018570686479755158,0.40099066170038555,0.1444560228025212
31,0.014898593139734993,0.10079784205942871,0.00018870599697432046,0.39895841204359755,0.14459149218073078
32,0.014386210502029857,0.09716776549680357,0.00016604434420510592,0.3850580189453442,0.14408091119691438
33,0.014139012725820133,0.09542325566732802,0.0001615121910288338,0.3783650225482389,0.14360646392200507
34,0.014073747986660324,0.09524704451441493,0.00015504663883854797,0.3768770501594609,0.14321329517691744
35,0.013758495180593943,0.09351197978087059,0.00014631908795261194,0.3688282019252929,0.14230226418551276
36,0.013877183452443749,0.0934417528823731,0.00015303825258717826,0.37113846008557666,0.14120780472077576
37,0.01350013286157475,0.09083313632391579,0.0001324249576115058,0.3609682177628363,0.1420024813098066
38,0.013142097707422013,0.08870449193789368,0.00012205514869165282,0.35166850115823856,0.1387630817936916
39,0.013146083321738437,0.08792001022564795,0.00013001184728686594,0.3509716881706394,0.13822266065022526
40,0.013015647776263654,0.08765086945748818,0.00013004710645315976,0.34809387086599997,0.14010432800825903
41,0.012793722796648452,0.08656098671546016,0.000130517278394979,0.34256596041839055,0.14064160559107275
42,0.012597823680478206,0.08474951996075537,0.00011894992803096673,0.3368249432033178,0.13859564358112858
