loading annotations into memory...
Done (t=0.42s)
creating index...
index created!
loading annotations into memory...
Done (t=0.17s)
creating index...
index created!
Epoch: [1][1/220] | Time [4.398s (4.398s)] | Data [2.434s (2.434s)] | Focal Loss [1.0097 (1.0097)] | Dice Loss [0.1390 (0.1390)] | IoU Loss [0.0063 (0.0063)] | Total Loss [20.3400 (20.3400)]
Epoch: [1][2/220] | Time [0.728s (2.563s)] | Data [0.156s (1.295s)] | Focal Loss [0.3679 (0.6888)] | Dice Loss [0.0953 (0.1171)] | IoU Loss [0.0035 (0.0049)] | Total Loss [7.4575 (13.8987)]
Epoch: [1][3/220] | Time [0.649s (1.925s)] | Data [0.108s (0.899s)] | Focal Loss [0.3619 (0.5798)] | Dice Loss [0.2077 (0.1473)] | IoU Loss [0.0081 (0.0060)] | Total Loss [7.4531 (11.7502)]
Epoch: [1][4/220] | Time [0.803s (1.645s)] | Data [0.141s (0.709s)] | Focal Loss [0.6972 (0.6092)] | Dice Loss [0.0986 (0.1352)] | IoU Loss [0.0022 (0.0051)] | Total Loss [14.0447 (12.3238)]
Epoch: [1][5/220] | Time [0.659s (1.448s)] | Data [0.137s (0.595s)] | Focal Loss [0.1598 (0.5193)] | Dice Loss [0.1716 (0.1424)] | IoU Loss [0.0092 (0.0059)] | Total Loss [3.3758 (10.5342)]
Epoch: [1][6/220] | Time [0.654s (1.315s)] | Data [0.090s (0.511s)] | Focal Loss [0.2439 (0.4734)] | Dice Loss [0.0750 (0.1312)] | IoU Loss [0.0011 (0.0051)] | Total Loss [4.9546 (9.6043)]
Epoch: [1][7/220] | Time [0.651s (1.220s)] | Data [0.104s (0.453s)] | Focal Loss [0.1652 (0.4294)] | Dice Loss [0.1356 (0.1318)] | IoU Loss [0.0033 (0.0048)] | Total Loss [3.4433 (8.7241)]
Epoch: [1][8/220] | Time [0.749s (1.162s)] | Data [0.125s (0.412s)] | Focal Loss [0.3699 (0.4219)] | Dice Loss [0.1487 (0.1339)] | IoU Loss [0.0061 (0.0050)] | Total Loss [7.5519 (8.5776)]
Epoch: [1][9/220] | Time [0.701s (1.110s)] | Data [0.133s (0.381s)] | Focal Loss [0.2099 (0.3984)] | Dice Loss [0.0978 (0.1299)] | IoU Loss [0.0024 (0.0047)] | Total Loss [4.2975 (8.1020)]
Epoch: [1][10/220] | Time [0.634s (1.063s)] | Data [0.102s (0.353s)] | Focal Loss [0.1319 (0.3717)] | Dice Loss [0.1366 (0.1306)] | IoU Loss [0.0078 (0.0050)] | Total Loss [2.7823 (7.5701)]
Epoch: [1][11/220] | Time [0.691s (1.029s)] | Data [0.109s (0.331s)] | Focal Loss [0.1345 (0.3502)] | Dice Loss [0.1181 (0.1295)] | IoU Loss [0.0017 (0.0047)] | Total Loss [2.8096 (7.1373)]
Epoch: [1][12/220] | Time [0.614s (0.994s)] | Data [0.100s (0.312s)] | Focal Loss [0.0718 (0.3270)] | Dice Loss [0.2147 (0.1366)] | IoU Loss [0.0044 (0.0047)] | Total Loss [1.6542 (6.6804)]
Epoch: [1][13/220] | Time [0.606s (0.965s)] | Data [0.078s (0.294s)] | Focal Loss [0.0756 (0.3076)] | Dice Loss [0.1440 (0.1371)] | IoU Loss [0.0041 (0.0046)] | Total Loss [1.6593 (6.2941)]
Epoch: [1][14/220] | Time [0.683s (0.944s)] | Data [0.103s (0.280s)] | Focal Loss [0.1828 (0.2987)] | Dice Loss [0.2453 (0.1449)] | IoU Loss [0.0029 (0.0045)] | Total Loss [3.9049 (6.1235)]
Epoch: [1][15/220] | Time [0.712s (0.929s)] | Data [0.127s (0.270s)] | Focal Loss [0.1088 (0.2860)] | Dice Loss [0.1614 (0.1460)] | IoU Loss [0.0046 (0.0045)] | Total Loss [2.3413 (5.8713)]
Epoch: [1][16/220] | Time [0.641s (0.911s)] | Data [0.107s (0.260s)] | Focal Loss [0.0750 (0.2729)] | Dice Loss [0.2915 (0.1551)] | IoU Loss [0.0112 (0.0049)] | Total Loss [1.8032 (5.6171)]
Epoch: [1][17/220] | Time [0.715s (0.899s)] | Data [0.111s (0.251s)] | Focal Loss [0.1066 (0.2631)] | Dice Loss [0.1963 (0.1575)] | IoU Loss [0.0051 (0.0049)] | Total Loss [2.3340 (5.4239)]
Epoch: [1][18/220] | Time [0.688s (0.888s)] | Data [0.123s (0.244s)] | Focal Loss [0.0600 (0.2518)] | Dice Loss [0.1370 (0.1563)] | IoU Loss [0.0034 (0.0049)] | Total Loss [1.3397 (5.1970)]
Epoch: [1][19/220] | Time [0.716s (0.879s)] | Data [0.124s (0.237s)] | Focal Loss [0.0692 (0.2422)] | Dice Loss [0.1989 (0.1586)] | IoU Loss [0.0053 (0.0049)] | Total Loss [1.5886 (5.0071)]
Epoch: [1][20/220] | Time [0.648s (0.867s)] | Data [0.110s (0.231s)] | Focal Loss [0.0466 (0.2324)] | Dice Loss [0.2261 (0.1620)] | IoU Loss [0.0047 (0.0049)] | Total Loss [1.1622 (4.8149)]
Epoch: [1][21/220] | Time [0.730s (0.860s)] | Data [0.120s (0.226s)] | Focal Loss [0.0525 (0.2238)] | Dice Loss [0.1166 (0.1598)] | IoU Loss [0.0039 (0.0048)] | Total Loss [1.1708 (4.6413)]
Epoch: [1][22/220] | Time [0.918s (0.863s)] | Data [0.194s (0.224s)] | Focal Loss [0.1327 (0.2197)] | Dice Loss [0.1824 (0.1608)] | IoU Loss [0.0043 (0.0048)] | Total Loss [2.8404 (4.5595)]
Epoch: [1][23/220] | Time [0.802s (0.860s)] | Data [0.195s (0.223s)] | Focal Loss [0.0842 (0.2138)] | Dice Loss [0.1541 (0.1605)] | IoU Loss [0.0081 (0.0049)] | Total Loss [1.8472 (4.4416)]
Epoch: [1][24/220] | Time [0.648s (0.852s)] | Data [0.114s (0.219s)] | Focal Loss [0.0366 (0.2064)] | Dice Loss [0.3158 (0.1670)] | IoU Loss [0.0033 (0.0049)] | Total Loss [1.0515 (4.3003)]
Epoch: [1][25/220] | Time [0.789s (0.849s)] | Data [0.132s (0.215s)] | Focal Loss [0.0555 (0.2004)] | Dice Loss [0.1478 (0.1662)] | IoU Loss [0.0040 (0.0048)] | Total Loss [1.2625 (4.1788)]
