loading annotations into memory...
Done (t=0.49s)
creating index...
index created!
loading annotations into memory...
Done (t=0.22s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.793s (3.793s)] | Data [2.712s (2.712s)] | Focal Loss [9.0401 (9.0401)] | Dice Loss [1.1237 (1.1237)] | IoU Loss [0.3917 (0.3917)] | Total Loss [182.3171 (182.3171)]
Epoch: [1][2/220] | Time [0.531s (2.162s)] | Data [0.201s (1.457s)] | Focal Loss [4.3130 (6.6766)] | Dice Loss [1.0231 (1.0734)] | IoU Loss [0.3504 (0.3711)] | Total Loss [87.6341 (134.9756)]
Epoch: [1][3/220] | Time [0.544s (1.622s)] | Data [0.191s (1.035s)] | Focal Loss [3.5799 (5.6443)] | Dice Loss [1.0240 (1.0569)] | IoU Loss [0.3621 (0.3681)] | Total Loss [72.9839 (114.3117)]
Epoch: [1][4/220] | Time [0.530s (1.349s)] | Data [0.160s (0.816s)] | Focal Loss [5.8071 (5.6850)] | Dice Loss [1.2033 (1.0935)] | IoU Loss [0.3904 (0.3737)] | Total Loss [117.7353 (115.1676)]
Epoch: [1][5/220] | Time [0.604s (1.200s)] | Data [0.304s (0.714s)] | Focal Loss [1.9358 (4.9352)] | Dice Loss [0.8106 (1.0369)] | IoU Loss [0.3036 (0.3597)] | Total Loss [39.8309 (100.1003)]
Epoch: [1][6/220] | Time [0.443s (1.074s)] | Data [0.124s (0.616s)] | Focal Loss [4.1914 (4.8112)] | Dice Loss [1.1212 (1.0510)] | IoU Loss [0.3471 (0.3576)] | Total Loss [85.2959 (97.6329)]
Epoch: [1][7/220] | Time [0.492s (0.991s)] | Data [0.177s (0.553s)] | Focal Loss [4.3920 (4.7513)] | Dice Loss [0.8518 (1.0225)] | IoU Loss [0.3142 (0.3514)] | Total Loss [89.0067 (96.4005)]
Epoch: [1][8/220] | Time [0.562s (0.937s)] | Data [0.211s (0.510s)] | Focal Loss [5.2974 (4.8196)] | Dice Loss [1.0348 (1.0241)] | IoU Loss [0.3479 (0.3509)] | Total Loss [107.3317 (97.7669)]
Epoch: [1][9/220] | Time [0.603s (0.900s)] | Data [0.275s (0.484s)] | Focal Loss [3.7610 (4.7020)] | Dice Loss [1.0609 (1.0282)] | IoU Loss [0.3892 (0.3552)] | Total Loss [76.6704 (95.4229)]
Epoch: [1][10/220] | Time [0.491s (0.859s)] | Data [0.187s (0.454s)] | Focal Loss [2.4764 (4.4794)] | Dice Loss [0.8927 (1.0146)] | IoU Loss [0.3413 (0.3538)] | Total Loss [50.7615 (90.9567)]
Epoch: [1][11/220] | Time [0.485s (0.825s)] | Data [0.151s (0.427s)] | Focal Loss [5.7839 (4.5980)] | Dice Loss [1.1260 (1.0247)] | IoU Loss [0.3763 (0.3559)] | Total Loss [117.1804 (93.3407)]
Epoch: [1][12/220] | Time [0.482s (0.797s)] | Data [0.184s (0.407s)] | Focal Loss [3.0503 (4.4690)] | Dice Loss [1.0797 (1.0293)] | IoU Loss [0.3813 (0.3580)] | Total Loss [62.4664 (90.7679)]
