loading annotations into memory...
Done (t=0.42s)
creating index...
index created!
loading annotations into memory...
Done (t=0.22s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.186s (3.186s)] | Data [2.158s (2.158s)] | Focal Loss [3.7592 (3.7592)] | Dice Loss [0.8097 (0.8097)] | IoU Loss [0.2838 (0.2838)] | Total Loss [76.2779 (76.2779)]
Epoch: [1][2/220] | Time [0.479s (1.833s)] | Data [0.159s (1.159s)] | Focal Loss [1.6663 (2.7128)] | Dice Loss [0.6515 (0.7306)] | IoU Loss [0.2240 (0.2539)] | Total Loss [34.2014 (55.2397)]
Epoch: [1][3/220] | Time [0.490s (1.385s)] | Data [0.155s (0.824s)] | Focal Loss [1.6847 (2.3701)] | Dice Loss [0.8260 (0.7624)] | IoU Loss [0.3217 (0.2765)] | Total Loss [34.8425 (48.4406)]
Epoch: [1][4/220] | Time [0.478s (1.158s)] | Data [0.130s (0.650s)] | Focal Loss [3.0167 (2.5317)] | Dice Loss [1.0549 (0.8355)] | IoU Loss [0.3343 (0.2910)] | Total Loss [61.7232 (51.7612)]
Epoch: [1][5/220] | Time [0.542s (1.035s)] | Data [0.244s (0.569s)] | Focal Loss [1.1708 (2.2596)] | Dice Loss [0.6919 (0.8068)] | IoU Loss [0.2183 (0.2764)] | Total Loss [24.3270 (46.2744)]
Epoch: [1][6/220] | Time [0.411s (0.931s)] | Data [0.106s (0.492s)] | Focal Loss [1.5024 (2.1334)] | Dice Loss [0.7007 (0.7891)] | IoU Loss [0.2262 (0.2681)] | Total Loss [30.9748 (43.7245)]
Epoch: [1][7/220] | Time [0.458s (0.863s)] | Data [0.149s (0.443s)] | Focal Loss [1.3514 (2.0217)] | Dice Loss [0.4977 (0.7475)] | IoU Loss [0.1696 (0.2540)] | Total Loss [27.6962 (41.4347)]
Epoch: [1][8/220] | Time [0.490s (0.817s)] | Data [0.161s (0.408s)] | Focal Loss [2.6341 (2.0982)] | Dice Loss [0.7828 (0.7519)] | IoU Loss [0.2860 (0.2580)] | Total Loss [53.7513 (42.9743)]
Epoch: [1][9/220] | Time [0.534s (0.785s)] | Data [0.228s (0.388s)] | Focal Loss [1.5172 (2.0337)] | Dice Loss [0.7767 (0.7547)] | IoU Loss [0.2433 (0.2564)] | Total Loss [31.3640 (41.6843)]
Epoch: [1][10/220] | Time [0.447s (0.752s)] | Data [0.146s (0.364s)] | Focal Loss [0.9298 (1.9233)] | Dice Loss [0.6695 (0.7462)] | IoU Loss [0.2285 (0.2536)] | Total Loss [19.4939 (39.4652)]
Epoch: [1][11/220] | Time [0.442s (0.723s)] | Data [0.124s (0.342s)] | Focal Loss [2.6043 (1.9852)] | Dice Loss [0.7748 (0.7488)] | IoU Loss [0.2611 (0.2543)] | Total Loss [53.1227 (40.7068)]
Epoch: [1][12/220] | Time [0.449s (0.701s)] | Data [0.159s (0.327s)] | Focal Loss [0.9474 (1.8987)] | Dice Loss [0.5678 (0.7337)] | IoU Loss [0.1777 (0.2479)] | Total Loss [19.6926 (38.9556)]
Epoch: [1][13/220] | Time [0.382s (0.676s)] | Data [0.087s (0.308s)] | Focal Loss [1.1049 (1.8376)] | Dice Loss [0.5513 (0.7196)] | IoU Loss [0.1635 (0.2414)] | Total Loss [22.8134 (37.7139)]
Epoch: [1][14/220] | Time [0.440s (0.659s)] | Data [0.123s (0.295s)] | Focal Loss [1.7813 (1.8336)] | Dice Loss [0.7926 (0.7249)] | IoU Loss [0.2338 (0.2408)] | Total Loss [36.6517 (37.6380)]
Epoch: [1][15/220] | Time [0.490s (0.648s)] | Data [0.176s (0.287s)] | Focal Loss [1.7256 (1.8264)] | Dice Loss [0.6955 (0.7229)] | IoU Loss [0.1990 (0.2381)] | Total Loss [35.4070 (37.4893)]
Epoch: [1][16/220] | Time [0.464s (0.636s)] | Data [0.170s (0.280s)] | Focal Loss [0.8104 (1.7629)] | Dice Loss [0.8466 (0.7306)] | IoU Loss [0.2288 (0.2375)] | Total Loss [17.2833 (36.2264)]
Epoch: [1][17/220] | Time [0.474s (0.627s)] | Data [0.141s (0.272s)] | Focal Loss [2.0452 (1.7795)] | Dice Loss [0.7708 (0.7330)] | IoU Loss [0.2087 (0.2358)] | Total Loss [41.8827 (36.5592)]
Epoch: [1][18/220] | Time [0.511s (0.621s)] | Data [0.205s (0.268s)] | Focal Loss [0.9033 (1.7308)] | Dice Loss [0.4877 (0.7194)] | IoU Loss [0.2176 (0.2348)] | Total Loss [18.7716 (35.5710)]
Epoch: [1][19/220] | Time [0.480s (0.613s)] | Data [0.164s (0.262s)] | Focal Loss [1.0691 (1.6960)] | Dice Loss [0.6924 (0.7179)] | IoU Loss [0.1571 (0.2307)] | Total Loss [22.2317 (34.8689)]
Epoch: [1][20/220] | Time [0.452s (0.605s)] | Data [0.165s (0.258s)] | Focal Loss [0.7928 (1.6509)] | Dice Loss [0.7889 (0.7215)] | IoU Loss [0.2180 (0.2301)] | Total Loss [16.8632 (33.9686)]
Epoch: [1][21/220] | Time [0.475s (0.599s)] | Data [0.144s (0.252s)] | Focal Loss [1.5069 (1.6440)] | Dice Loss [0.7960 (0.7250)] | IoU Loss [0.2177 (0.2295)] | Total Loss [31.1516 (33.8345)]
Epoch: [1][22/220] | Time [0.652s (0.601s)] | Data [0.276s (0.253s)] | Focal Loss [1.8001 (1.6511)] | Dice Loss [0.8388 (0.7302)] | IoU Loss [0.2171 (0.2289)] | Total Loss [37.0573 (33.9810)]
Epoch: [1][23/220] | Time [0.657s (0.604s)] | Data [0.331s (0.257s)] | Focal Loss [1.2997 (1.6358)] | Dice Loss [0.7749 (0.7322)] | IoU Loss [0.1933 (0.2274)] | Total Loss [26.9626 (33.6758)]
Epoch: [1][24/220] | Time [0.475s (0.598s)] | Data [0.177s (0.253s)] | Focal Loss [0.6288 (1.5939)] | Dice Loss [0.7396 (0.7325)] | IoU Loss [0.1693 (0.2249)] | Total Loss [13.4852 (32.8345)]
Epoch: [1][25/220] | Time [0.508s (0.595s)] | Data [0.161s (0.250s)] | Focal Loss [0.9178 (1.5668)] | Dice Loss [0.7815 (0.7344)] | IoU Loss [0.1636 (0.2225)] | Total Loss [19.3020 (32.2932)]
Epoch: [1][26/220] | Time [0.564s (0.594s)] | Data [0.251s (0.250s)] | Focal Loss [0.9800 (1.5442)] | Dice Loss [0.9392 (0.7423)] | IoU Loss [0.2206 (0.2224)] | Total Loss [20.7605 (31.8497)]
Epoch: [1][27/220] | Time [0.533s (0.591s)] | Data [0.195s (0.248s)] | Focal Loss [1.1058 (1.5280)] | Dice Loss [0.7627 (0.7431)] | IoU Loss [0.1605 (0.2201)] | Total Loss [23.0386 (31.5233)]
Epoch: [1][28/220] | Time [0.523s (0.589s)] | Data [0.232s (0.247s)] | Focal Loss [0.5512 (1.4931)] | Dice Loss [0.6216 (0.7387)] | IoU Loss [0.1187 (0.2165)] | Total Loss [11.7647 (30.8177)]
Epoch: [1][29/220] | Time [0.449s (0.584s)] | Data [0.134s (0.243s)] | Focal Loss [0.8885 (1.4723)] | Dice Loss [0.9319 (0.7454)] | IoU Loss [0.1777 (0.2152)] | Total Loss [18.8794 (30.4060)]
Epoch: [1][30/220] | Time [0.476s (0.580s)] | Data [0.163s (0.241s)] | Focal Loss [0.7502 (1.4482)] | Dice Loss [0.7165 (0.7444)] | IoU Loss [0.1070 (0.2116)] | Total Loss [15.8280 (29.9201)]
Epoch: [1][31/220] | Time [0.556s (0.580s)] | Data [0.222s (0.240s)] | Focal Loss [0.8777 (1.4298)] | Dice Loss [0.6835 (0.7425)] | IoU Loss [0.1449 (0.2094)] | Total Loss [18.3835 (29.5479)]
Epoch: [1][32/220] | Time [0.532s (0.578s)] | Data [0.214s (0.239s)] | Focal Loss [0.7950 (1.4100)] | Dice Loss [0.7605 (0.7430)] | IoU Loss [0.1529 (0.2076)] | Total Loss [16.8136 (29.1500)]
Epoch: [1][33/220] | Time [0.559s (0.578s)] | Data [0.224s (0.239s)] | Focal Loss [0.7134 (1.3889)] | Dice Loss [0.8031 (0.7448)] | IoU Loss [0.1186 (0.2049)] | Total Loss [15.1891 (28.7269)]
Epoch: [1][34/220] | Time [0.551s (0.577s)] | Data [0.239s (0.239s)] | Focal Loss [1.1089 (1.3806)] | Dice Loss [0.8062 (0.7466)] | IoU Loss [0.1288 (0.2027)] | Total Loss [23.1127 (28.5618)]
Epoch: [1][35/220] | Time [0.542s (0.576s)] | Data [0.194s (0.237s)] | Focal Loss [0.7485 (1.3626)] | Dice Loss [0.8219 (0.7488)] | IoU Loss [0.1060 (0.1999)] | Total Loss [15.8974 (28.2000)]
Epoch: [1][36/220] | Time [0.638s (0.578s)] | Data [0.301s (0.239s)] | Focal Loss [1.0373 (1.3535)] | Dice Loss [0.8954 (0.7529)] | IoU Loss [0.1544 (0.1987)] | Total Loss [21.7957 (28.0221)]
Epoch: [1][37/220] | Time [0.527s (0.576s)] | Data [0.232s (0.239s)] | Focal Loss [0.4136 (1.3281)] | Dice Loss [0.9558 (0.7584)] | IoU Loss [0.1377 (0.1970)] | Total Loss [9.3651 (27.5178)]
Epoch: [1][38/220] | Time [0.470s (0.573s)] | Data [0.149s (0.237s)] | Focal Loss [0.7484 (1.3129)] | Dice Loss [0.9081 (0.7623)] | IoU Loss [0.1473 (0.1957)] | Total Loss [16.0226 (27.2153)]
Epoch: [1][39/220] | Time [0.573s (0.573s)] | Data [0.244s (0.237s)] | Focal Loss [0.6781 (1.2966)] | Dice Loss [0.7406 (0.7617)] | IoU Loss [0.1197 (0.1938)] | Total Loss [14.4226 (26.8873)]
Epoch: [1][40/220] | Time [0.556s (0.573s)] | Data [0.238s (0.237s)] | Focal Loss [0.6444 (1.2803)] | Dice Loss [0.7809 (0.7622)] | IoU Loss [0.1008 (0.1914)] | Total Loss [13.7695 (26.5593)]
Epoch: [1][41/220] | Time [0.532s (0.572s)] | Data [0.207s (0.236s)] | Focal Loss [0.4730 (1.2606)] | Dice Loss [0.8694 (0.7648)] | IoU Loss [0.0832 (0.1888)] | Total Loss [10.4128 (26.1655)]
Epoch: [1][42/220] | Time [0.478s (0.570s)] | Data [0.182s (0.235s)] | Focal Loss [0.4295 (1.2408)] | Dice Loss [0.7042 (0.7634)] | IoU Loss [0.0708 (0.1860)] | Total Loss [9.3654 (25.7655)]
Epoch: [1][43/220] | Time [0.452s (0.567s)] | Data [0.146s (0.233s)] | Focal Loss [0.4007 (1.2213)] | Dice Loss [0.6753 (0.7613)] | IoU Loss [0.0540 (0.1829)] | Total Loss [8.7435 (25.3697)]
Epoch: [1][44/220] | Time [0.533s (0.566s)] | Data [0.191s (0.232s)] | Focal Loss [0.5637 (1.2063)] | Dice Loss [0.8868 (0.7642)] | IoU Loss [0.0775 (0.1805)] | Total Loss [12.2374 (25.0712)]
Epoch: [1][45/220] | Time [0.549s (0.566s)] | Data [0.243s (0.232s)] | Focal Loss [0.3790 (1.1879)] | Dice Loss [0.9974 (0.7694)] | IoU Loss [0.1043 (0.1788)] | Total Loss [8.6825 (24.7070)]
Epoch: [1][46/220] | Time [0.499s (0.564s)] | Data [0.186s (0.231s)] | Focal Loss [0.3316 (1.1693)] | Dice Loss [0.7936 (0.7699)] | IoU Loss [0.0709 (0.1765)] | Total Loss [7.4967 (24.3329)]
Epoch: [1][47/220] | Time [0.537s (0.564s)] | Data [0.203s (0.230s)] | Focal Loss [0.6082 (1.1574)] | Dice Loss [0.9636 (0.7740)] | IoU Loss [0.0869 (0.1746)] | Total Loss [13.2141 (24.0963)]
Epoch: [1][48/220] | Time [0.702s (0.567s)] | Data [0.319s (0.232s)] | Focal Loss [0.7850 (1.1496)] | Dice Loss [0.8433 (0.7755)] | IoU Loss [0.0849 (0.1727)] | Total Loss [16.6279 (23.9407)]
Epoch: [1][49/220] | Time [0.645s (0.568s)] | Data [0.334s (0.234s)] | Focal Loss [0.3386 (1.1331)] | Dice Loss [0.8034 (0.7760)] | IoU Loss [0.0670 (0.1706)] | Total Loss [7.6417 (23.6081)]
Epoch: [1][50/220] | Time [0.462s (0.566s)] | Data [0.157s (0.233s)] | Focal Loss [0.3785 (1.1180)] | Dice Loss [0.6898 (0.7743)] | IoU Loss [0.0662 (0.1685)] | Total Loss [8.3263 (23.3024)]
Epoch: [1][51/220] | Time [0.519s (0.565s)] | Data [0.185s (0.232s)] | Focal Loss [0.4185 (1.1043)] | Dice Loss [0.8565 (0.7759)] | IoU Loss [0.0709 (0.1666)] | Total Loss [9.2972 (23.0278)]
Epoch: [1][52/220] | Time [0.553s (0.565s)] | Data [0.247s (0.232s)] | Focal Loss [0.3008 (1.0888)] | Dice Loss [0.9900 (0.7800)] | IoU Loss [0.0766 (0.1648)] | Total Loss [7.0836 (22.7212)]
Epoch: [1][53/220] | Time [0.571s (0.565s)] | Data [0.223s (0.232s)] | Focal Loss [0.5248 (1.0782)] | Dice Loss [0.9779 (0.7838)] | IoU Loss [0.0766 (0.1632)] | Total Loss [11.5501 (22.5104)]
Epoch: [1][54/220] | Time [0.519s (0.564s)] | Data [0.236s (0.232s)] | Focal Loss [0.1300 (1.0606)] | Dice Loss [0.8540 (0.7851)] | IoU Loss [0.0651 (0.1613)] | Total Loss [3.5188 (22.1587)]
Epoch: [1][55/220] | Time [0.460s (0.562s)] | Data [0.132s (0.230s)] | Focal Loss [0.4479 (1.0495)] | Dice Loss [0.9149 (0.7874)] | IoU Loss [0.0691 (0.1597)] | Total Loss [9.9429 (21.9366)]
Epoch: [1][56/220] | Time [0.530s (0.562s)] | Data [0.225s (0.230s)] | Focal Loss [0.2153 (1.0346)] | Dice Loss [0.6685 (0.7853)] | IoU Loss [0.0307 (0.1574)] | Total Loss [5.0051 (21.6343)]
Epoch: [1][57/220] | Time [0.472s (0.560s)] | Data [0.162s (0.229s)] | Focal Loss [0.4283 (1.0239)] | Dice Loss [0.9245 (0.7878)] | IoU Loss [0.0625 (0.1557)] | Total Loss [9.5538 (21.4223)]
Epoch: [1][58/220] | Time [0.524s (0.560s)] | Data [0.210s (0.229s)] | Focal Loss [0.4855 (1.0147)] | Dice Loss [0.8428 (0.7887)] | IoU Loss [0.0762 (0.1543)] | Total Loss [10.6297 (21.2363)]
Epoch: [1][59/220] | Time [0.526s (0.559s)] | Data [0.213s (0.228s)] | Focal Loss [0.2737 (1.0021)] | Dice Loss [1.0127 (0.7925)] | IoU Loss [0.0700 (0.1529)] | Total Loss [6.5564 (20.9875)]
Epoch: [1][60/220] | Time [0.587s (0.560s)] | Data [0.228s (0.228s)] | Focal Loss [0.4438 (0.9928)] | Dice Loss [1.0386 (0.7966)] | IoU Loss [0.0661 (0.1515)] | Total Loss [9.9802 (20.8040)]
Epoch: [1][61/220] | Time [0.643s (0.561s)] | Data [0.318s (0.230s)] | Focal Loss [0.3587 (0.9824)] | Dice Loss [1.0760 (0.8012)] | IoU Loss [0.0666 (0.1501)] | Total Loss [8.3170 (20.5993)]
Epoch: [1][62/220] | Time [0.506s (0.560s)] | Data [0.213s (0.230s)] | Focal Loss [0.2939 (0.9713)] | Dice Loss [1.0408 (0.8050)] | IoU Loss [0.0726 (0.1488)] | Total Loss [6.9920 (20.3798)]
Epoch: [1][63/220] | Time [0.470s (0.559s)] | Data [0.155s (0.228s)] | Focal Loss [0.2976 (0.9606)] | Dice Loss [0.9543 (0.8074)] | IoU Loss [0.0470 (0.1472)] | Total Loss [6.9534 (20.1667)]
Epoch: [1][64/220] | Time [0.506s (0.558s)] | Data [0.208s (0.228s)] | Focal Loss [0.1408 (0.9478)] | Dice Loss [1.0009 (0.8104)] | IoU Loss [0.0447 (0.1456)] | Total Loss [3.8622 (19.9119)]
