loading annotations into memory...
Done (t=0.40s)
creating index...
index created!
loading annotations into memory...
Done (t=0.17s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.198s (3.198s)] | Data [2.140s (2.140s)] | Focal Loss [0.5799 (0.5799)] | Dice Loss [0.2541 (0.2541)] | IoU Loss [0.0603 (0.0603)] | Total Loss [11.9131 (11.9131)]
Epoch: [1][2/220] | Time [0.472s (1.835s)] | Data [0.157s (1.149s)] | Focal Loss [0.3720 (0.4760)] | Dice Loss [0.2508 (0.2524)] | IoU Loss [0.0447 (0.0525)] | Total Loss [7.7360 (9.8245)]
Epoch: [1][3/220] | Time [0.532s (1.401s)] | Data [0.154s (0.817s)] | Focal Loss [0.2479 (0.3999)] | Dice Loss [0.2246 (0.2432)] | IoU Loss [0.0187 (0.0412)] | Total Loss [5.2008 (8.2833)]
Epoch: [1][4/220] | Time [0.483s (1.171s)] | Data [0.136s (0.647s)] | Focal Loss [0.7254 (0.4813)] | Dice Loss [0.3557 (0.2713)] | IoU Loss [0.0975 (0.0553)] | Total Loss [14.9611 (9.9527)]
Epoch: [1][5/220] | Time [0.531s (1.043s)] | Data [0.234s (0.564s)] | Focal Loss [0.2336 (0.4318)] | Dice Loss [0.2237 (0.2618)] | IoU Loss [0.0327 (0.0508)] | Total Loss [4.9286 (8.9479)]
Epoch: [1][6/220] | Time [0.407s (0.937s)] | Data [0.105s (0.488s)] | Focal Loss [0.4490 (0.4346)] | Dice Loss [0.2569 (0.2610)] | IoU Loss [0.0486 (0.0504)] | Total Loss [9.2864 (9.0043)]
Epoch: [1][7/220] | Time [0.455s (0.868s)] | Data [0.163s (0.441s)] | Focal Loss [0.8655 (0.4962)] | Dice Loss [0.3223 (0.2697)] | IoU Loss [0.0885 (0.0559)] | Total Loss [17.7206 (10.2495)]
Epoch: [1][8/220] | Time [0.514s (0.824s)] | Data [0.182s (0.409s)] | Focal Loss [0.4640 (0.4922)] | Dice Loss [0.2723 (0.2700)] | IoU Loss [0.0630 (0.0567)] | Total Loss [9.6150 (10.1702)]
Epoch: [1][9/220] | Time [0.533s (0.792s)] | Data [0.224s (0.388s)] | Focal Loss [0.3435 (0.4757)] | Dice Loss [0.2537 (0.2682)] | IoU Loss [0.0592 (0.0570)] | Total Loss [7.1830 (9.8383)]
Epoch: [1][10/220] | Time [0.425s (0.755s)] | Data [0.141s (0.364s)] | Focal Loss [0.3946 (0.4675)] | Dice Loss [0.2836 (0.2698)] | IoU Loss [0.0581 (0.0571)] | Total Loss [8.2336 (9.6778)]
Epoch: [1][11/220] | Time [0.447s (0.727s)] | Data [0.131s (0.343s)] | Focal Loss [1.2304 (0.5369)] | Dice Loss [0.4047 (0.2820)] | IoU Loss [0.1052 (0.0615)] | Total Loss [25.1180 (11.0815)]
Epoch: [1][12/220] | Time [0.432s (0.702s)] | Data [0.144s (0.326s)] | Focal Loss [0.4189 (0.5271)] | Dice Loss [0.2647 (0.2806)] | IoU Loss [0.0770 (0.0628)] | Total Loss [8.7200 (10.8847)]
Epoch: [1][13/220] | Time [0.372s (0.677s)] | Data [0.082s (0.307s)] | Focal Loss [0.1752 (0.5000)] | Dice Loss [0.1951 (0.2740)] | IoU Loss [0.0362 (0.0607)] | Total Loss [3.7345 (10.3347)]
Epoch: [1][14/220] | Time [0.422s (0.659s)] | Data [0.116s (0.294s)] | Focal Loss [0.4589 (0.4971)] | Dice Loss [0.3358 (0.2784)] | IoU Loss [0.0604 (0.0607)] | Total Loss [9.5742 (10.2804)]
Epoch: [1][15/220] | Time [0.486s (0.647s)] | Data [0.179s (0.286s)] | Focal Loss [0.3559 (0.4876)] | Dice Loss [0.2462 (0.2763)] | IoU Loss [0.0492 (0.0600)] | Total Loss [7.4127 (10.0892)]
Epoch: [1][16/220] | Time [0.453s (0.635s)] | Data [0.159s (0.278s)] | Focal Loss [0.1271 (0.4651)] | Dice Loss [0.3074 (0.2782)] | IoU Loss [0.0389 (0.0586)] | Total Loss [2.8883 (9.6391)]
Epoch: [1][17/220] | Time [0.466s (0.625s)] | Data [0.143s (0.270s)] | Focal Loss [0.4658 (0.4652)] | Dice Loss [0.3026 (0.2797)] | IoU Loss [0.0461 (0.0579)] | Total Loss [9.6645 (9.6406)]
Epoch: [1][18/220] | Time [0.495s (0.618s)] | Data [0.193s (0.266s)] | Focal Loss [0.0943 (0.4446)] | Dice Loss [0.1501 (0.2725)] | IoU Loss [0.0385 (0.0568)] | Total Loss [2.0749 (9.2203)]
Epoch: [1][19/220] | Time [0.483s (0.611s)] | Data [0.168s (0.261s)] | Focal Loss [0.4114 (0.4428)] | Dice Loss [0.3586 (0.2770)] | IoU Loss [0.0511 (0.0565)] | Total Loss [8.6373 (9.1896)]
Epoch: [1][20/220] | Time [0.456s (0.603s)] | Data [0.170s (0.256s)] | Focal Loss [0.1250 (0.4269)] | Dice Loss [0.2609 (0.2762)] | IoU Loss [0.0323 (0.0553)] | Total Loss [2.7939 (8.8698)]
Epoch: [1][21/220] | Time [0.473s (0.597s)] | Data [0.147s (0.251s)] | Focal Loss [0.5284 (0.4318)] | Dice Loss [0.3336 (0.2789)] | IoU Loss [0.0597 (0.0555)] | Total Loss [10.9618 (8.9695)]
Epoch: [1][22/220] | Time [0.633s (0.599s)] | Data [0.266s (0.252s)] | Focal Loss [0.7340 (0.4455)] | Dice Loss [0.4204 (0.2854)] | IoU Loss [0.0610 (0.0558)] | Total Loss [15.1605 (9.2509)]
Epoch: [1][23/220] | Time [0.639s (0.600s)] | Data [0.328s (0.255s)] | Focal Loss [0.1372 (0.4321)] | Dice Loss [0.2154 (0.2823)] | IoU Loss [0.0340 (0.0548)] | Total Loss [2.9925 (8.9788)]
Epoch: [1][24/220] | Time [0.477s (0.595s)] | Data [0.184s (0.252s)] | Focal Loss [0.1420 (0.4200)] | Dice Loss [0.3352 (0.2845)] | IoU Loss [0.0286 (0.0537)] | Total Loss [3.2041 (8.7381)]
Epoch: [1][25/220] | Time [0.500s (0.591s)] | Data [0.163s (0.248s)] | Focal Loss [0.3057 (0.4154)] | Dice Loss [0.3501 (0.2871)] | IoU Loss [0.0470 (0.0535)] | Total Loss [6.5107 (8.6490)]
Epoch: [1][26/220] | Time [0.556s (0.590s)] | Data [0.250s (0.248s)] | Focal Loss [0.4251 (0.4158)] | Dice Loss [0.4987 (0.2953)] | IoU Loss [0.0828 (0.0546)] | Total Loss [9.0833 (8.6658)]
Epoch: [1][27/220] | Time [0.538s (0.588s)] | Data [0.206s (0.247s)] | Focal Loss [0.2891 (0.4111)] | Dice Loss [0.3134 (0.2959)] | IoU Loss [0.0450 (0.0542)] | Total Loss [6.1400 (8.5722)]
Epoch: [1][28/220] | Time [0.530s (0.586s)] | Data [0.229s (0.246s)] | Focal Loss [0.1216 (0.4008)] | Dice Loss [0.2480 (0.2942)] | IoU Loss [0.0272 (0.0533)] | Total Loss [2.7071 (8.3627)]
Epoch: [1][29/220] | Time [0.432s (0.581s)] | Data [0.122s (0.242s)] | Focal Loss [0.2936 (0.3971)] | Dice Loss [0.3752 (0.2970)] | IoU Loss [0.0691 (0.0538)] | Total Loss [6.3172 (8.2922)]
Epoch: [1][30/220] | Time [0.483s (0.577s)] | Data [0.165s (0.239s)] | Focal Loss [0.2322 (0.3916)] | Dice Loss [0.3593 (0.2991)] | IoU Loss [0.0386 (0.0533)] | Total Loss [5.0415 (8.1838)]
Epoch: [1][31/220] | Time [0.536s (0.576s)] | Data [0.216s (0.239s)] | Focal Loss [0.2032 (0.3855)] | Dice Loss [0.3507 (0.3008)] | IoU Loss [0.0448 (0.0530)] | Total Loss [4.4598 (8.0637)]
Epoch: [1][32/220] | Time [0.525s (0.575s)] | Data [0.212s (0.238s)] | Focal Loss [0.1856 (0.3792)] | Dice Loss [0.2999 (0.3007)] | IoU Loss [0.0271 (0.0522)] | Total Loss [4.0381 (7.9379)]
