loading annotations into memory...
Done (t=0.40s)
creating index...
index created!
loading annotations into memory...
Done (t=0.18s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.413s (3.413s)] | Data [2.487s (2.487s)] | Focal Loss [3.0275 (3.0275)] | Dice Loss [0.7188 (0.7188)] | IoU Loss [0.2587 (0.2587)] | Total Loss [61.5278 (61.5278)]
Epoch: [1][2/220] | Time [0.447s (1.930s)] | Data [0.137s (1.312s)] | Focal Loss [1.5118 (2.2697)] | Dice Loss [0.6394 (0.6791)] | IoU Loss [0.2213 (0.2400)] | Total Loss [31.0975 (46.3127)]
Epoch: [1][3/220] | Time [0.487s (1.449s)] | Data [0.148s (0.924s)] | Focal Loss [1.3521 (1.9638)] | Dice Loss [0.6566 (0.6716)] | IoU Loss [0.2163 (0.2321)] | Total Loss [27.9141 (40.1798)]
Epoch: [1][4/220] | Time [0.462s (1.202s)] | Data [0.115s (0.722s)] | Focal Loss [2.0137 (1.9763)] | Dice Loss [0.7593 (0.6935)] | IoU Loss [0.2362 (0.2331)] | Total Loss [41.2700 (40.4524)]
Epoch: [1][5/220] | Time [0.527s (1.067s)] | Data [0.229s (0.623s)] | Focal Loss [0.7591 (1.7328)] | Dice Loss [0.5212 (0.6591)] | IoU Loss [0.1577 (0.2180)] | Total Loss [15.8606 (35.5340)]
Epoch: [1][6/220] | Time [0.408s (0.957s)] | Data [0.094s (0.535s)] | Focal Loss [0.9061 (1.5951)] | Dice Loss [0.4611 (0.6261)] | IoU Loss [0.1633 (0.2089)] | Total Loss [18.7471 (32.7362)]
Epoch: [1][7/220] | Time [0.442s (0.884s)] | Data [0.133s (0.478s)] | Focal Loss [1.0125 (1.5118)] | Dice Loss [0.4302 (0.5981)] | IoU Loss [0.1315 (0.1979)] | Total Loss [20.8127 (31.0328)]
Epoch: [1][8/220] | Time [0.482s (0.834s)] | Data [0.144s (0.436s)] | Focal Loss [1.8338 (1.5521)] | Dice Loss [0.5897 (0.5970)] | IoU Loss [0.1915 (0.1971)] | Total Loss [37.4568 (31.8358)]
Epoch: [1][9/220] | Time [0.526s (0.799s)] | Data [0.208s (0.411s)] | Focal Loss [1.3125 (1.5255)] | Dice Loss [0.6588 (0.6039)] | IoU Loss [0.2031 (0.1977)] | Total Loss [27.1121 (31.3110)]
Epoch: [1][10/220] | Time [0.424s (0.762s)] | Data [0.135s (0.383s)] | Focal Loss [0.8839 (1.4613)] | Dice Loss [0.5631 (0.5998)] | IoU Loss [0.2098 (0.1989)] | Total Loss [18.4517 (30.0250)]
Epoch: [1][11/220] | Time [0.451s (0.734s)] | Data [0.128s (0.360s)] | Focal Loss [2.1748 (1.5262)] | Dice Loss [0.6121 (0.6009)] | IoU Loss [0.1927 (0.1984)] | Total Loss [44.3011 (31.3229)]
