loading annotations into memory...
Done (t=0.46s)
creating index...
index created!
loading annotations into memory...
Done (t=0.19s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.653s (3.653s)] | Data [2.604s (2.604s)] | Focal Loss [7.4456 (7.4456)] | Dice Loss [0.9679 (0.9679)] | IoU Loss [0.3426 (0.3426)] | Total Loss [150.2219 (150.2219)]
Epoch: [1][2/220] | Time [0.476s (2.064s)] | Data [0.158s (1.381s)] | Focal Loss [2.9352 (5.1904)] | Dice Loss [0.8700 (0.9190)] | IoU Loss [0.2888 (0.3157)] | Total Loss [59.8618 (105.0418)]
Epoch: [1][3/220] | Time [0.485s (1.538s)] | Data [0.144s (0.969s)] | Focal Loss [2.0574 (4.1460)] | Dice Loss [0.7785 (0.8721)] | IoU Loss [0.2674 (0.2996)] | Total Loss [42.1936 (84.0924)]
Epoch: [1][4/220] | Time [0.487s (1.275s)] | Data [0.124s (0.757s)] | Focal Loss [3.9761 (4.1036)] | Dice Loss [1.0023 (0.9047)] | IoU Loss [0.3062 (0.3012)] | Total Loss [80.8309 (83.2770)]
Epoch: [1][5/220] | Time [0.565s (1.133s)] | Data [0.258s (0.657s)] | Focal Loss [2.4172 (3.7663)] | Dice Loss [0.8337 (0.8905)] | IoU Loss [0.2977 (0.3005)] | Total Loss [49.4760 (76.5168)]
Epoch: [1][6/220] | Time [0.430s (1.016s)] | Data [0.108s (0.566s)] | Focal Loss [3.5068 (3.7230)] | Dice Loss [0.9306 (0.8972)] | IoU Loss [0.3328 (0.3059)] | Total Loss [71.4001 (75.6640)]
Epoch: [1][7/220] | Time [0.459s (0.936s)] | Data [0.156s (0.507s)] | Focal Loss [4.7889 (3.8753)] | Dice Loss [0.8346 (0.8882)] | IoU Loss [0.2751 (0.3015)] | Total Loss [96.8884 (78.6961)]
Epoch: [1][8/220] | Time [0.521s (0.884s)] | Data [0.179s (0.466s)] | Focal Loss [3.9773 (3.8881)] | Dice Loss [0.8655 (0.8854)] | IoU Loss [0.2692 (0.2975)] | Total Loss [80.6801 (78.9441)]
Epoch: [1][9/220] | Time [0.547s (0.847s)] | Data [0.224s (0.439s)] | Focal Loss [3.0913 (3.7995)] | Dice Loss [0.9591 (0.8936)] | IoU Loss [0.3313 (0.3012)] | Total Loss [63.1160 (77.1854)]
Epoch: [1][10/220] | Time [0.447s (0.807s)] | Data [0.148s (0.410s)] | Focal Loss [2.2114 (3.6407)] | Dice Loss [0.8763 (0.8919)] | IoU Loss [0.3319 (0.3043)] | Total Loss [45.4368 (74.0105)]
Epoch: [1][11/220] | Time [0.472s (0.776s)] | Data [0.140s (0.386s)] | Focal Loss [2.4192 (3.5297)] | Dice Loss [0.6792 (0.8725)] | IoU Loss [0.2626 (0.3005)] | Total Loss [49.3265 (71.7665)]
Epoch: [1][12/220] | Time [0.456s (0.750s)] | Data [0.162s (0.367s)] | Focal Loss [1.7805 (3.3839)] | Dice Loss [0.7526 (0.8625)] | IoU Loss [0.2242 (0.2942)] | Total Loss [36.5863 (68.8349)]
Epoch: [1][13/220] | Time [0.408s (0.723s)] | Data [0.095s (0.346s)] | Focal Loss [4.2405 (3.4498)] | Dice Loss [1.0939 (0.8803)] | IoU Loss [0.3251 (0.2965)] | Total Loss [86.2296 (70.1729)]
Epoch: [1][14/220] | Time [0.465s (0.705s)] | Data [0.139s (0.331s)] | Focal Loss [3.4096 (3.4469)] | Dice Loss [0.9508 (0.8854)] | IoU Loss [0.3012 (0.2969)] | Total Loss [69.4448 (70.1209)]
Epoch: [1][15/220] | Time [0.515s (0.692s)] | Data [0.187s (0.322s)] | Focal Loss [2.8620 (3.4079)] | Dice Loss [0.7758 (0.8781)] | IoU Loss [0.2383 (0.2930)] | Total Loss [58.2549 (69.3298)]
Epoch: [1][16/220] | Time [0.472s (0.679s)] | Data [0.169s (0.312s)] | Focal Loss [1.4733 (3.2870)] | Dice Loss [0.9209 (0.8807)] | IoU Loss [0.2877 (0.2926)] | Total Loss [30.6746 (66.9139)]
Epoch: [1][17/220] | Time [0.471s (0.666s)] | Data [0.146s (0.302s)] | Focal Loss [2.9532 (3.2674)] | Dice Loss [0.8044 (0.8762)] | IoU Loss [0.2496 (0.2901)] | Total Loss [60.1177 (66.5141)]
Epoch: [1][18/220] | Time [0.543s (0.659s)] | Data [0.217s (0.298s)] | Focal Loss [1.6771 (3.1790)] | Dice Loss [0.6051 (0.8612)] | IoU Loss [0.2006 (0.2851)] | Total Loss [34.3474 (64.7271)]
Epoch: [1][19/220] | Time [0.531s (0.653s)] | Data [0.199s (0.292s)] | Focal Loss [2.7180 (3.1548)] | Dice Loss [0.9186 (0.8642)] | IoU Loss [0.2374 (0.2826)] | Total Loss [55.5159 (64.2423)]
