loading annotations into memory...
Done (t=0.42s)
creating index...
index created!
loading annotations into memory...
Done (t=0.15s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.341s (3.341s)] | Data [2.391s (2.391s)] | Focal Loss [1.1751 (1.1751)] | Dice Loss [0.3330 (0.3330)] | IoU Loss [0.1013 (0.1013)] | Total Loss [23.9359 (23.9359)]
Epoch: [1][2/220] | Time [0.473s (1.907s)] | Data [0.156s (1.274s)] | Focal Loss [0.7956 (0.9854)] | Dice Loss [0.3720 (0.3525)] | IoU Loss [0.0935 (0.0974)] | Total Loss [16.3782 (20.1570)]
Epoch: [1][3/220] | Time [0.491s (1.435s)] | Data [0.151s (0.899s)] | Focal Loss [0.4608 (0.8105)] | Dice Loss [0.3403 (0.3484)] | IoU Loss [0.1174 (0.1041)] | Total Loss [9.6740 (16.6627)]
Epoch: [1][4/220] | Time [0.484s (1.197s)] | Data [0.133s (0.708s)] | Focal Loss [1.1851 (0.9041)] | Dice Loss [0.4348 (0.3700)] | IoU Loss [0.1072 (0.1048)] | Total Loss [24.2432 (18.5578)]
Epoch: [1][5/220] | Time [0.548s (1.067s)] | Data [0.252s (0.617s)] | Focal Loss [0.2426 (0.7718)] | Dice Loss [0.2378 (0.3436)] | IoU Loss [0.0646 (0.0968)] | Total Loss [5.1536 (15.8770)]
Epoch: [1][6/220] | Time [0.411s (0.958s)] | Data [0.101s (0.531s)] | Focal Loss [0.5281 (0.7312)] | Dice Loss [0.2734 (0.3319)] | IoU Loss [0.0491 (0.0888)] | Total Loss [10.8836 (15.0447)]
Epoch: [1][7/220] | Time [0.443s (0.884s)] | Data [0.141s (0.475s)] | Focal Loss [0.5752 (0.7089)] | Dice Loss [0.2476 (0.3198)] | IoU Loss [0.0820 (0.0879)] | Total Loss [11.8337 (14.5860)]
Epoch: [1][8/220] | Time [0.494s (0.836s)] | Data [0.164s (0.436s)] | Focal Loss [1.4725 (0.8044)] | Dice Loss [0.4379 (0.3346)] | IoU Loss [0.1093 (0.0905)] | Total Loss [29.9968 (16.5124)]
Epoch: [1][9/220] | Time [0.538s (0.803s)] | Data [0.225s (0.413s)] | Focal Loss [1.4021 (0.8708)] | Dice Loss [0.5168 (0.3548)] | IoU Loss [0.1525 (0.0974)] | Total Loss [28.7115 (17.8678)]
Epoch: [1][10/220] | Time [0.434s (0.766s)] | Data [0.139s (0.385s)] | Focal Loss [0.8392 (0.8676)] | Dice Loss [0.3948 (0.3588)] | IoU Loss [0.1577 (0.1034)] | Total Loss [17.3364 (17.8147)]
Epoch: [1][11/220] | Time [0.448s (0.737s)] | Data [0.128s (0.362s)] | Focal Loss [0.4691 (0.8314)] | Dice Loss [0.2395 (0.3480)] | IoU Loss [0.0776 (0.1011)] | Total Loss [9.6995 (17.0769)]
Epoch: [1][12/220] | Time [0.440s (0.712s)] | Data [0.145s (0.344s)] | Focal Loss [0.2402 (0.7821)] | Dice Loss [0.2220 (0.3375)] | IoU Loss [0.0422 (0.0962)] | Total Loss [5.0683 (16.0762)]
Epoch: [1][13/220] | Time [0.363s (0.685s)] | Data [0.075s (0.323s)] | Focal Loss [0.5608 (0.7651)] | Dice Loss [0.2774 (0.3329)] | IoU Loss [0.0800 (0.0949)] | Total Loss [11.5739 (15.7299)]
Epoch: [1][14/220] | Time [0.437s (0.668s)] | Data [0.126s (0.309s)] | Focal Loss [0.2895 (0.7311)] | Dice Loss [0.2956 (0.3302)] | IoU Loss [0.0411 (0.0911)] | Total Loss [6.1273 (15.0440)]
Epoch: [1][15/220] | Time [0.498s (0.656s)] | Data [0.177s (0.300s)] | Focal Loss [0.8384 (0.7383)] | Dice Loss [0.3775 (0.3334)] | IoU Loss [0.1004 (0.0917)] | Total Loss [17.2466 (15.1908)]
Epoch: [1][16/220] | Time [0.446s (0.643s)] | Data [0.157s (0.291s)] | Focal Loss [0.2228 (0.7061)] | Dice Loss [0.3705 (0.3357)] | IoU Loss [0.0580 (0.0896)] | Total Loss [4.8854 (14.5467)]
Epoch: [1][17/220] | Time [0.475s (0.633s)] | Data [0.149s (0.283s)] | Focal Loss [1.1947 (0.7348)] | Dice Loss [0.4348 (0.3415)] | IoU Loss [0.1160 (0.0912)] | Total Loss [24.4455 (15.1290)]
Epoch: [1][18/220] | Time [0.519s (0.627s)] | Data [0.211s (0.279s)] | Focal Loss [0.5721 (0.7258)] | Dice Loss [0.3008 (0.3393)] | IoU Loss [0.1226 (0.0929)] | Total Loss [11.8651 (14.9477)]
Epoch: [1][19/220] | Time [0.491s (0.620s)] | Data [0.171s (0.273s)] | Focal Loss [0.8192 (0.7307)] | Dice Loss [0.4711 (0.3462)] | IoU Loss [0.1196 (0.0943)] | Total Loss [16.9750 (15.0544)]
Epoch: [1][20/220] | Time [0.473s (0.612s)] | Data [0.182s (0.269s)] | Focal Loss [0.5099 (0.7197)] | Dice Loss [0.4476 (0.3513)] | IoU Loss [0.1007 (0.0946)] | Total Loss [10.7464 (14.8390)]
Epoch: [1][21/220] | Time [0.471s (0.606s)] | Data [0.147s (0.263s)] | Focal Loss [0.7971 (0.7233)] | Dice Loss [0.3200 (0.3498)] | IoU Loss [0.0797 (0.0939)] | Total Loss [16.3420 (14.9106)]
