loading annotations into memory...
Done (t=0.46s)
creating index...
index created!
loading annotations into memory...
Done (t=0.17s)
creating index...
index created!
Epoch: [1][1/220] | Time [3.531s (3.531s)] | Data [2.616s (2.616s)] | Focal Loss [3.8185 (3.8185)] | Dice Loss [0.5281 (0.5281)] | IoU Loss [0.1591 (0.1591)] | Total Loss [77.0575 (77.0575)]
Epoch: [1][2/220] | Time [0.476s (2.004s)] | Data [0.160s (1.388s)] | Focal Loss [1.6111 (2.7148)] | Dice Loss [0.3865 (0.4573)] | IoU Loss [0.1164 (0.1378)] | Total Loss [32.7252 (54.8913)]
Epoch: [1][3/220] | Time [0.491s (1.499s)] | Data [0.154s (0.977s)] | Focal Loss [1.5722 (2.3339)] | Dice Loss [0.4740 (0.4629)] | IoU Loss [0.1361 (0.1372)] | Total Loss [32.0540 (47.2789)]
Epoch: [1][4/220] | Time [0.484s (1.245s)] | Data [0.133s (0.766s)] | Focal Loss [1.9645 (2.2416)] | Dice Loss [0.5037 (0.4731)] | IoU Loss [0.1276 (0.1348)] | Total Loss [39.9217 (45.4396)]
Epoch: [1][5/220] | Time [0.546s (1.106s)] | Data [0.249s (0.662s)] | Focal Loss [1.1540 (2.0241)] | Dice Loss [0.4545 (0.4693)] | IoU Loss [0.1428 (0.1364)] | Total Loss [23.6782 (41.0873)]
Epoch: [1][6/220] | Time [0.423s (0.992s)] | Data [0.113s (0.571s)] | Focal Loss [1.1072 (1.8713)] | Dice Loss [0.4086 (0.4592)] | IoU Loss [0.1249 (0.1345)] | Total Loss [22.6767 (38.0189)]
Epoch: [1][7/220] | Time [0.454s (0.915s)] | Data [0.152s (0.511s)] | Focal Loss [1.5024 (1.8186)] | Dice Loss [0.3165 (0.4388)] | IoU Loss [0.1127 (0.1314)] | Total Loss [30.4770 (36.9415)]
Epoch: [1][8/220] | Time [0.509s (0.864s)] | Data [0.178s (0.469s)] | Focal Loss [2.7341 (1.9330)] | Dice Loss [0.5538 (0.4532)] | IoU Loss [0.1416 (0.1326)] | Total Loss [55.3779 (39.2460)]
Epoch: [1][9/220] | Time [0.552s (0.829s)] | Data [0.237s (0.444s)] | Focal Loss [1.9073 (1.9302)] | Dice Loss [0.4726 (0.4554)] | IoU Loss [0.1460 (0.1341)] | Total Loss [38.7655 (39.1926)]
Epoch: [1][10/220] | Time [0.455s (0.792s)] | Data [0.153s (0.414s)] | Focal Loss [0.4933 (1.7865)] | Dice Loss [0.2923 (0.4390)] | IoU Loss [0.0880 (0.1295)] | Total Loss [10.2455 (36.2979)]
Epoch: [1][11/220] | Time [0.449s (0.761s)] | Data [0.128s (0.388s)] | Focal Loss [1.2949 (1.7418)] | Dice Loss [0.4295 (0.4382)] | IoU Loss [0.1255 (0.1292)] | Total Loss [26.4524 (35.4029)]
