loading annotations into memory...
Done (t=0.34s)
creating index...
index created!
loading annotations into memory...
Done (t=0.06s)
creating index...
index created!
Epoch: [1][1/220] | Time [4.517s (4.517s)] | Data [2.385s (2.385s)] | Focal Loss [0.9468 (0.9468)] | Dice Loss [0.1299 (0.1299)] | IoU Loss [0.0050 (0.0050)] | Total Loss [19.0713 (19.0713)]
Epoch: [1][2/220] | Time [0.457s (2.487s)] | Data [0.142s (1.263s)] | Focal Loss [0.3583 (0.6526)] | Dice Loss [0.0961 (0.1130)] | IoU Loss [0.0031 (0.0041)] | Total Loss [7.2653 (13.1683)]
Epoch: [1][3/220] | Time [0.472s (1.815s)] | Data [0.130s (0.886s)] | Focal Loss [0.4042 (0.5698)] | Dice Loss [0.2027 (0.1429)] | IoU Loss [0.0081 (0.0054)] | Total Loss [8.2950 (11.5439)]
Epoch: [1][4/220] | Time [0.463s (1.477s)] | Data [0.120s (0.694s)] | Focal Loss [0.6200 (0.5823)] | Dice Loss [0.1021 (0.1327)] | IoU Loss [0.0025 (0.0047)] | Total Loss [12.5041 (11.7839)]
Epoch: [1][5/220] | Time [0.523s (1.286s)] | Data [0.228s (0.601s)] | Focal Loss [0.1179 (0.4894)] | Dice Loss [0.1547 (0.1371)] | IoU Loss [0.0059 (0.0049)] | Total Loss [2.5187 (9.9309)]
Epoch: [1][6/220] | Time [0.399s (1.138s)] | Data [0.098s (0.517s)] | Focal Loss [0.3787 (0.4710)] | Dice Loss [0.0824 (0.1280)] | IoU Loss [0.0013 (0.0043)] | Total Loss [7.6579 (9.5520)]
Epoch: [1][7/220] | Time [0.969s (1.114s)] | Data [0.666s (0.538s)] | Focal Loss [0.2270 (0.4361)] | Dice Loss [0.1401 (0.1297)] | IoU Loss [0.0038 (0.0042)] | Total Loss [4.6842 (8.8566)]
Epoch: [1][8/220] | Time [0.474s (1.034s)] | Data [0.145s (0.489s)] | Focal Loss [0.4864 (0.4424)] | Dice Loss [0.1547 (0.1328)] | IoU Loss [0.0061 (0.0045)] | Total Loss [9.8885 (8.9856)]
Epoch: [1][9/220] | Time [0.514s (0.976s)] | Data [0.203s (0.457s)] | Focal Loss [0.3302 (0.4299)] | Dice Loss [0.0908 (0.1282)] | IoU Loss [0.0030 (0.0043)] | Total Loss [6.6969 (8.7313)]
Epoch: [1][10/220] | Time [0.436s (0.922s)] | Data [0.137s (0.425s)] | Focal Loss [0.1927 (0.4062)] | Dice Loss [0.1145 (0.1268)] | IoU Loss [0.0106 (0.0049)] | Total Loss [3.9791 (8.2561)]
Epoch: [1][11/220] | Time [0.427s (0.877s)] | Data [0.111s (0.397s)] | Focal Loss [0.3075 (0.3972)] | Dice Loss [0.1171 (0.1259)] | IoU Loss [0.0040 (0.0049)] | Total Loss [6.2703 (8.0756)]
Epoch: [1][12/220] | Time [0.417s (0.839s)] | Data [0.137s (0.375s)] | Focal Loss [0.1270 (0.3747)] | Dice Loss [0.2011 (0.1322)] | IoU Loss [0.0034 (0.0047)] | Total Loss [2.7450 (7.6314)]
Epoch: [1][13/220] | Time [0.373s (0.803s)] | Data [0.088s (0.353s)] | Focal Loss [0.1832 (0.3600)] | Dice Loss [0.1349 (0.1324)] | IoU Loss [0.0067 (0.0049)] | Total Loss [3.8048 (7.3370)]
Epoch: [1][14/220] | Time [0.424s (0.776s)] | Data [0.118s (0.336s)] | Focal Loss [0.2783 (0.3542)] | Dice Loss [0.2161 (0.1384)] | IoU Loss [0.0044 (0.0049)] | Total Loss [5.7868 (7.2263)]
Epoch: [1][15/220] | Time [0.488s (0.757s)] | Data [0.171s (0.325s)] | Focal Loss [0.1914 (0.3433)] | Dice Loss [0.1302 (0.1378)] | IoU Loss [0.0025 (0.0047)] | Total Loss [3.9617 (7.0086)]
Epoch: [1][16/220] | Time [0.446s (0.737s)] | Data [0.147s (0.314s)] | Focal Loss [0.2159 (0.3353)] | Dice Loss [0.2388 (0.1441)] | IoU Loss [0.0150 (0.0053)] | Total Loss [4.5714 (6.8563)]
Epoch: [1][17/220] | Time [0.442s (0.720s)] | Data [0.126s (0.303s)] | Focal Loss [0.2822 (0.3322)] | Dice Loss [0.1335 (0.1435)] | IoU Loss [0.0038 (0.0053)] | Total Loss [5.7822 (6.7931)]
Epoch: [1][18/220] | Time [0.483s (0.707s)] | Data [0.187s (0.297s)] | Focal Loss [0.1305 (0.3210)] | Dice Loss [0.0797 (0.1400)] | IoU Loss [0.0024 (0.0051)] | Total Loss [2.6926 (6.5653)]
Epoch: [1][19/220] | Time [0.474s (0.695s)] | Data [0.161s (0.289s)] | Focal Loss [0.2723 (0.3184)] | Dice Loss [0.1722 (0.1417)] | IoU Loss [0.0057 (0.0051)] | Total Loss [5.6233 (6.5157)]
Epoch: [1][20/220] | Time [0.448s (0.682s)] | Data [0.162s (0.283s)] | Focal Loss [0.1231 (0.3087)] | Dice Loss [0.1632 (0.1427)] | IoU Loss [0.0057 (0.0052)] | Total Loss [2.6299 (6.3215)]
Epoch: [1][21/220] | Time [0.451s (0.671s)] | Data [0.133s (0.276s)] | Focal Loss [0.2213 (0.3045)] | Dice Loss [0.0800 (0.1398)] | IoU Loss [0.0008 (0.0049)] | Total Loss [4.5065 (6.2350)]
Epoch: [1][22/220] | Time [0.624s (0.669s)] | Data [0.258s (0.275s)] | Focal Loss [0.4787 (0.3124)] | Dice Loss [0.1263 (0.1391)] | IoU Loss [0.0027 (0.0048)] | Total Loss [9.7021 (6.3926)]
Epoch: [1][23/220] | Time [0.620s (0.667s)] | Data [0.308s (0.276s)] | Focal Loss [0.1769 (0.3065)] | Dice Loss [0.0947 (0.1372)] | IoU Loss [0.0043 (0.0048)] | Total Loss [3.6372 (6.2728)]
Epoch: [1][24/220] | Time [0.458s (0.658s)] | Data [0.174s (0.272s)] | Focal Loss [0.0999 (0.2979)] | Dice Loss [0.2131 (0.1404)] | IoU Loss [0.0037 (0.0048)] | Total Loss [2.2140 (6.1037)]
Epoch: [1][25/220] | Time [0.493s (0.652s)] | Data [0.158s (0.268s)] | Focal Loss [0.2124 (0.2945)] | Dice Loss [0.1109 (0.1392)] | IoU Loss [0.0024 (0.0047)] | Total Loss [4.3611 (6.0340)]
Epoch: [1][26/220] | Time [0.556s (0.648s)] | Data [0.244s (0.267s)] | Focal Loss [0.2572 (0.2931)] | Dice Loss [0.2214 (0.1424)] | IoU Loss [0.0036 (0.0046)] | Total Loss [5.3682 (6.0084)]
Epoch: [1][27/220] | Time [0.532s (0.644s)] | Data [0.189s (0.264s)] | Focal Loss [0.1661 (0.2884)] | Dice Loss [0.1037 (0.1409)] | IoU Loss [0.0025 (0.0046)] | Total Loss [3.4277 (5.9128)]
Epoch: [1][28/220] | Time [0.508s (0.639s)] | Data [0.212s (0.262s)] | Focal Loss [0.1226 (0.2824)] | Dice Loss [0.1380 (0.1408)] | IoU Loss [0.0060 (0.0046)] | Total Loss [2.5969 (5.7944)]
Epoch: [1][29/220] | Time [0.432s (0.632s)] | Data [0.120s (0.257s)] | Focal Loss [0.0836 (0.2756)] | Dice Loss [0.0669 (0.1383)] | IoU Loss [0.0010 (0.0045)] | Total Loss [1.7401 (5.6546)]
Epoch: [1][30/220] | Time [0.464s (0.626s)] | Data [0.154s (0.254s)] | Focal Loss [0.2386 (0.2744)] | Dice Loss [0.1725 (0.1394)] | IoU Loss [0.0036 (0.0045)] | Total Loss [4.9476 (5.6310)]
Epoch: [1][31/220] | Time [0.525s (0.623s)] | Data [0.208s (0.252s)] | Focal Loss [0.1726 (0.2711)] | Dice Loss [0.1670 (0.1403)] | IoU Loss [0.0047 (0.0045)] | Total Loss [3.6231 (5.5662)]
Epoch: [1][32/220] | Time [0.503s (0.619s)] | Data [0.198s (0.251s)] | Focal Loss [0.2066 (0.2691)] | Dice Loss [0.1310 (0.1400)] | IoU Loss [0.0051 (0.0045)] | Total Loss [4.2682 (5.5257)]
Epoch: [1][33/220] | Time [0.537s (0.617s)] | Data [0.207s (0.249s)] | Focal Loss [0.2084 (0.2672)] | Dice Loss [0.1173 (0.1393)] | IoU Loss [0.0030 (0.0044)] | Total Loss [4.2877 (5.4882)]
Epoch: [1][34/220] | Time [0.527s (0.614s)] | Data [0.226s (0.249s)] | Focal Loss [0.0982 (0.2622)] | Dice Loss [0.1693 (0.1402)] | IoU Loss [0.0015 (0.0044)] | Total Loss [2.1340 (5.3895)]
Epoch: [1][35/220] | Time [0.517s (0.611s)] | Data [0.176s (0.246s)] | Focal Loss [0.1855 (0.2601)] | Dice Loss [0.1838 (0.1415)] | IoU Loss [0.0049 (0.0044)] | Total Loss [3.8986 (5.3469)]
Epoch: [1][36/220] | Time [0.618s (0.611s)] | Data [0.285s (0.248s)] | Focal Loss [0.1987 (0.2584)] | Dice Loss [0.0964 (0.1402)] | IoU Loss [0.0045 (0.0044)] | Total Loss [4.0752 (5.3116)]
Epoch: [1][37/220] | Time [0.516s (0.609s)] | Data [0.231s (0.247s)] | Focal Loss [0.1241 (0.2547)] | Dice Loss [0.2644 (0.1436)] | IoU Loss [0.0137 (0.0046)] | Total Loss [2.7607 (5.2427)]
Epoch: [1][38/220] | Time [0.467s (0.605s)] | Data [0.146s (0.244s)] | Focal Loss [0.2910 (0.2557)] | Dice Loss [0.1895 (0.1448)] | IoU Loss [0.0062 (0.0047)] | Total Loss [6.0158 (5.2630)]
Epoch: [1][39/220] | Time [0.549s (0.604s)] | Data [0.226s (0.244s)] | Focal Loss [0.1450 (0.2528)] | Dice Loss [0.0993 (0.1436)] | IoU Loss [0.0031 (0.0046)] | Total Loss [3.0034 (5.2051)]
Epoch: [1][40/220] | Time [0.517s (0.601s)] | Data [0.214s (0.243s)] | Focal Loss [0.1694 (0.2508)] | Dice Loss [0.1438 (0.1436)] | IoU Loss [0.0072 (0.0047)] | Total Loss [3.5396 (5.1634)]
Epoch: [1][41/220] | Time [0.502s (0.599s)] | Data [0.191s (0.242s)] | Focal Loss [0.1340 (0.2479)] | Dice Loss [0.2217 (0.1455)] | IoU Loss [0.0057 (0.0047)] | Total Loss [2.9072 (5.1084)]
Epoch: [1][42/220] | Time [0.457s (0.596s)] | Data [0.164s (0.240s)] | Focal Loss [0.0745 (0.2438)] | Dice Loss [0.1133 (0.1447)] | IoU Loss [0.0084 (0.0048)] | Total Loss [1.6122 (5.0252)]
Epoch: [1][43/220] | Time [0.432s (0.592s)] | Data [0.136s (0.238s)] | Focal Loss [0.0821 (0.2400)] | Dice Loss [0.1671 (0.1453)] | IoU Loss [0.0043 (0.0048)] | Total Loss [1.8142 (4.9505)]
Epoch: [1][44/220] | Time [0.518s (0.590s)] | Data [0.188s (0.237s)] | Focal Loss [0.1651 (0.2383)] | Dice Loss [0.1936 (0.1464)] | IoU Loss [0.0053 (0.0048)] | Total Loss [3.5002 (4.9175)]
Epoch: [1][45/220] | Time [0.547s (0.589s)] | Data [0.237s (0.237s)] | Focal Loss [0.1485 (0.2363)] | Dice Loss [0.2339 (0.1483)] | IoU Loss [0.0049 (0.0048)] | Total Loss [3.2078 (4.8795)]
Epoch: [1][46/220] | Time [0.497s (0.587s)] | Data [0.181s (0.235s)] | Focal Loss [0.1276 (0.2340)] | Dice Loss [0.1106 (0.1475)] | IoU Loss [0.0041 (0.0048)] | Total Loss [2.6670 (4.8314)]
Epoch: [1][47/220] | Time [0.507s (0.585s)] | Data [0.184s (0.234s)] | Focal Loss [0.1844 (0.2329)] | Dice Loss [0.1262 (0.1470)] | IoU Loss [0.0021 (0.0047)] | Total Loss [3.8158 (4.8098)]
Epoch: [1][48/220] | Time [0.647s (0.587s)] | Data [0.281s (0.235s)] | Focal Loss [0.1431 (0.2310)] | Dice Loss [0.1639 (0.1474)] | IoU Loss [0.0063 (0.0048)] | Total Loss [3.0321 (4.7728)]
Epoch: [1][49/220] | Time [0.604s (0.587s)] | Data [0.305s (0.237s)] | Focal Loss [0.0968 (0.2283)] | Dice Loss [0.1150 (0.1467)] | IoU Loss [0.0017 (0.0047)] | Total Loss [2.0536 (4.7173)]
Epoch: [1][50/220] | Time [0.448s (0.584s)] | Data [0.153s (0.235s)] | Focal Loss [0.0556 (0.2248)] | Dice Loss [0.1416 (0.1466)] | IoU Loss [0.0041 (0.0047)] | Total Loss [1.2584 (4.6481)]
Epoch: [1][51/220] | Time [0.502s (0.583s)] | Data [0.175s (0.234s)] | Focal Loss [0.0705 (0.2218)] | Dice Loss [0.1063 (0.1458)] | IoU Loss [0.0035 (0.0047)] | Total Loss [1.5193 (4.5868)]
Epoch: [1][52/220] | Time [0.534s (0.582s)] | Data [0.232s (0.234s)] | Focal Loss [0.0996 (0.2195)] | Dice Loss [0.2216 (0.1473)] | IoU Loss [0.0042 (0.0047)] | Total Loss [2.2168 (4.5412)]
Epoch: [1][53/220] | Time [0.544s (0.581s)] | Data [0.208s (0.233s)] | Focal Loss [0.1777 (0.2187)] | Dice Loss [0.1803 (0.1479)] | IoU Loss [0.0042 (0.0046)] | Total Loss [3.7391 (4.5261)]
Epoch: [1][54/220] | Time [0.498s (0.580s)] | Data [0.218s (0.233s)] | Focal Loss [0.2444 (0.2191)] | Dice Loss [0.3527 (0.1517)] | IoU Loss [0.0140 (0.0048)] | Total Loss [5.2538 (4.5395)]
Epoch: [1][55/220] | Time [0.448s (0.577s)] | Data [0.122s (0.231s)] | Focal Loss [0.1161 (0.2173)] | Dice Loss [0.2134 (0.1528)] | IoU Loss [0.0063 (0.0048)] | Total Loss [2.5418 (4.5032)]
Epoch: [1][56/220] | Time [0.520s (0.576s)] | Data [0.225s (0.231s)] | Focal Loss [0.0673 (0.2146)] | Dice Loss [0.1432 (0.1527)] | IoU Loss [0.0044 (0.0048)] | Total Loss [1.4941 (4.4495)]
Epoch: [1][57/220] | Time [0.475s (0.574s)] | Data [0.162s (0.230s)] | Focal Loss [0.1264 (0.2131)] | Dice Loss [0.2603 (0.1545)] | IoU Loss [0.0049 (0.0048)] | Total Loss [2.7927 (4.4204)]
Epoch: [1][58/220] | Time [0.492s (0.573s)] | Data [0.187s (0.229s)] | Focal Loss [0.0786 (0.2107)] | Dice Loss [0.1174 (0.1539)] | IoU Loss [0.0023 (0.0048)] | Total Loss [1.6917 (4.3734)]
Epoch: [1][59/220] | Time [0.504s (0.572s)] | Data [0.194s (0.228s)] | Focal Loss [0.0787 (0.2085)] | Dice Loss [0.1353 (0.1536)] | IoU Loss [0.0036 (0.0048)] | Total Loss [1.7122 (4.3283)]
Epoch: [1][60/220] | Time [0.567s (0.572s)] | Data [0.214s (0.228s)] | Focal Loss [0.1287 (0.2072)] | Dice Loss [0.1462 (0.1535)] | IoU Loss [0.0048 (0.0048)] | Total Loss [2.7245 (4.3015)]
Epoch: [1][61/220] | Time [0.609s (0.572s)] | Data [0.295s (0.229s)] | Focal Loss [0.1212 (0.2058)] | Dice Loss [0.1791 (0.1539)] | IoU Loss [0.0072 (0.0048)] | Total Loss [2.6100 (4.2738)]
Epoch: [1][62/220] | Time [0.491s (0.571s)] | Data [0.202s (0.229s)] | Focal Loss [0.0855 (0.2038)] | Dice Loss [0.2893 (0.1561)] | IoU Loss [0.0081 (0.0049)] | Total Loss [2.0080 (4.2372)]
Epoch: [1][63/220] | Time [0.468s (0.569s)] | Data [0.156s (0.228s)] | Focal Loss [0.1335 (0.2027)] | Dice Loss [0.1666 (0.1562)] | IoU Loss [0.0066 (0.0049)] | Total Loss [2.8435 (4.2151)]
Epoch: [1][64/220] | Time [0.536s (0.569s)] | Data [0.239s (0.228s)] | Focal Loss [0.0514 (0.2003)] | Dice Loss [0.2120 (0.1571)] | IoU Loss [0.0038 (0.0049)] | Total Loss [1.2444 (4.1687)]
Epoch: [1][65/220] | Time [0.505s (0.568s)] | Data [0.195s (0.227s)] | Focal Loss [0.0954 (0.1987)] | Dice Loss [0.3046 (0.1594)] | IoU Loss [0.0066 (0.0049)] | Total Loss [2.2188 (4.1387)]
Epoch: [1][66/220] | Time [0.471s (0.566s)] | Data [0.180s (0.227s)] | Focal Loss [0.0807 (0.1969)] | Dice Loss [0.3367 (0.1621)] | IoU Loss [0.0077 (0.0050)] | Total Loss [1.9587 (4.1057)]
Epoch: [1][67/220] | Time [0.485s (0.565s)] | Data [0.172s (0.226s)] | Focal Loss [0.0771 (0.1951)] | Dice Loss [0.1653 (0.1621)] | IoU Loss [0.0029 (0.0049)] | Total Loss [1.7102 (4.0699)]
Epoch: [1][68/220] | Time [0.581s (0.565s)] | Data [0.246s (0.226s)] | Focal Loss [0.1059 (0.1938)] | Dice Loss [0.1480 (0.1619)] | IoU Loss [0.0036 (0.0049)] | Total Loss [2.2692 (4.0434)]
Epoch: [1][69/220] | Time [0.525s (0.565s)] | Data [0.238s (0.226s)] | Focal Loss [0.0783 (0.1922)] | Dice Loss [0.4143 (0.1656)] | IoU Loss [0.0154 (0.0051)] | Total Loss [1.9952 (4.0138)]
